# created 04/22/25
# GASP_TS-derived engine deck converted from MAPS_1120hp.eng
# t4max: 50.0
# t4cruise: 46.67
# t4climb: 48.33
# t4flight_idle: 20.0
# xsfc: 0.0
# cexp: 0.0
# sls_horsepower: 1120.0
# freeturbine_rpm: 24539.0
# propeller_rpm: 1210.0
# gearbox_ratio: 0.049308
# torque_limit: 4861.4
# sls_corrected_airflow: 7.9568

Mach Number, Altitude (ft),   Throttle, Shaft Power Corrected (hp), Fuel Flow (lb/h)
       0.55,       25000.0,       38.0,                    1100.42,          580.733
        0.6,       25000.0,       38.0,                     1115.3,          573.556
        0.0,       25000.0,       40.0,                     1059.5,            650.6
       0.05,       25000.0,       40.0,                    1072.58,          654.194
        0.1,       25000.0,       40.0,                     1084.9,            656.0
       0.15,       25000.0,       40.0,                    1096.72,          656.206
        0.2,       25000.0,       40.0,                     1108.3,            655.0
       0.25,       25000.0,       40.0,                    1119.91,          652.569
        0.3,       25000.0,       40.0,                     1131.8,            649.1
       0.35,       25000.0,       40.0,                    1144.24,          644.781
        0.4,       25000.0,       40.0,                     1157.5,            639.8
       0.45,       25000.0,       40.0,                    1172.09,            634.4
        0.5,       25000.0,       40.0,                     1187.5,            628.6
       0.55,       25000.0,       40.0,                    1203.49,          622.475
        0.6,       25000.0,       40.0,                     1219.8,            616.1
        0.0,       25000.0,       42.0,                    1150.16,          687.298
       0.05,       25000.0,       42.0,                     1164.4,          691.605
        0.1,       25000.0,       42.0,                     1177.8,          694.044
       0.15,       25000.0,       42.0,                    1190.65,          694.817
        0.2,       25000.0,       42.0,                    1203.24,          694.129
       0.25,       25000.0,       42.0,                    1215.85,          692.182
        0.3,       25000.0,       42.0,                    1228.76,          689.179
       0.35,       25000.0,       42.0,                    1242.26,          685.324
        0.4,       25000.0,       42.0,                    1256.63,          680.819
       0.45,       25000.0,       42.0,                    1272.44,          675.901
        0.5,       25000.0,       42.0,                    1289.15,          670.676
       0.55,       25000.0,       42.0,                    1306.49,          665.287
        0.6,       25000.0,       42.0,                    1324.21,          659.873
        0.0,       25000.0,       44.0,                    1241.99,          724.296
       0.05,       25000.0,       44.0,                    1257.01,          729.598
        0.1,       25000.0,       44.0,                    1271.24,          732.803
       0.15,       25000.0,       44.0,                    1284.96,          734.167
        0.2,       25000.0,       44.0,                    1298.47,          733.942
       0.25,       25000.0,       44.0,                    1312.05,          732.383
        0.3,       25000.0,       44.0,                    1325.99,          729.745
       0.35,       25000.0,       44.0,                    1340.58,           726.28
        0.4,       25000.0,       44.0,                    1356.11,          722.243
       0.45,       25000.0,       44.0,                    1373.15,          717.971
        0.5,       25000.0,       44.0,                    1391.15,          713.468
       0.55,       25000.0,       44.0,                    1409.85,          708.823
        0.6,       25000.0,       44.0,                    1428.97,          704.122
        0.0,       25000.0,       46.0,                    1332.47,          763.729
       0.05,       25000.0,       46.0,                    1348.63,          769.097
        0.1,       25000.0,       46.0,                    1363.92,          772.405
       0.15,       25000.0,       46.0,                    1378.67,          773.922
        0.2,       25000.0,       46.0,                    1393.19,          773.916
       0.25,       25000.0,       46.0,                    1407.78,          772.656
        0.3,       25000.0,       46.0,                    1422.75,          770.411
       0.35,       25000.0,       46.0,                    1438.42,          767.449
        0.4,       25000.0,       46.0,                     1455.1,           764.04
       0.45,       25000.0,       46.0,                    1473.39,          760.622
        0.5,       25000.0,       46.0,                    1492.71,          756.952
       0.55,       25000.0,       46.0,                    1512.77,          752.957
        0.6,       25000.0,       46.0,                    1533.28,          748.565
        0.0,       25000.0,       48.0,                    1422.42,          808.309
       0.05,       25000.0,       48.0,                     1440.2,          811.554
        0.1,       25000.0,       48.0,                     1456.9,          813.571
       0.15,       25000.0,       48.0,                    1472.87,          814.491
        0.2,       25000.0,       48.0,                    1488.47,          814.441
       0.25,       25000.0,       48.0,                    1504.07,           813.55
        0.3,       25000.0,       48.0,                    1520.03,          811.947
       0.35,       25000.0,       48.0,                    1536.71,          809.759
        0.4,       25000.0,       48.0,                    1554.49,          807.115
       0.45,       25000.0,       48.0,                    1574.06,          804.183
        0.5,       25000.0,       48.0,                    1594.75,          800.975
       0.55,       25000.0,       48.0,                    1616.21,          797.542
        0.6,       25000.0,       48.0,                     1638.1,          793.936
        0.0,       25000.0,       50.0,                     1513.4,            842.5
       0.05,       25000.0,       50.0,                    1532.15,          848.313
        0.1,       25000.0,       50.0,                     1549.8,            852.3
       0.15,       25000.0,       50.0,                    1566.72,          854.688
        0.2,       25000.0,       50.0,                     1583.3,            855.7
       0.25,       25000.0,       50.0,                     1599.9,          855.562
        0.3,       25000.0,       50.0,                     1616.9,            854.5
       0.35,       25000.0,       50.0,                    1634.67,          852.737
        0.4,       25000.0,       50.0,                     1653.6,            850.5
       0.45,       25000.0,       50.0,                    1674.41,          848.113
        0.5,       25000.0,       50.0,                     1696.4,            845.5
       0.55,       25000.0,       50.0,                    1719.21,          842.688
        0.6,       25000.0,       50.0,                     1742.5,            839.7
