# created 04/22/25
# GASP_TS-derived engine deck converted from MAPS_1120hp.eng
# t4max: 50.0
# t4cruise: 46.67
# t4climb: 48.33
# t4flight_idle: 20.0
# xsfc: 0.0
# cexp: 0.0
# sls_horsepower: 1120.0
# freeturbine_rpm: 24539.0
# propeller_rpm: 1210.0
# gearbox_ratio: 0.049308
# torque_limit: 4861.4
# sls_corrected_airflow: 7.9568

Mach Number, Altitude (ft),   Throttle, Shaft Power Corrected (hp), Fuel Flow (lb/h)
        0.4,       10000.0,       44.0,                     980.42,          549.992
       0.45,       10000.0,       44.0,                    948.783,           526.59
        0.5,       10000.0,       44.0,                    914.914,          501.732
       0.55,       10000.0,       44.0,                    879.203,          475.719
        0.6,       10000.0,       44.0,                    842.041,          448.849
        0.0,       10000.0,       46.0,                    1193.17,          686.642
       0.05,       10000.0,       46.0,                    1190.82,          684.729
        0.1,       10000.0,       46.0,                    1183.67,          679.301
       0.15,       10000.0,       46.0,                    1171.91,          670.477
        0.2,       10000.0,       46.0,                    1155.76,          658.375
       0.25,       10000.0,       46.0,                    1135.34,          642.988
        0.3,       10000.0,       46.0,                    1111.02,           624.81
       0.35,       10000.0,       46.0,                    1083.07,          604.272
        0.4,       10000.0,       46.0,                    1051.92,          581.548
       0.45,       10000.0,       46.0,                    1017.97,          556.787
        0.5,       10000.0,       46.0,                    981.631,          530.497
       0.55,       10000.0,       46.0,                    943.334,          503.095
        0.6,       10000.0,       46.0,                    903.498,            475.0
        0.0,       10000.0,       48.0,                    1274.73,          723.744
       0.05,       10000.0,       48.0,                    1272.27,          721.739
        0.1,       10000.0,       48.0,                    1264.63,          716.001
       0.15,       10000.0,       48.0,                    1252.04,          706.674
        0.2,       10000.0,       48.0,                    1234.74,          693.903
       0.25,       10000.0,       48.0,                    1212.93,          677.702
        0.3,       10000.0,       48.0,                    1186.97,          658.607
       0.35,       10000.0,       48.0,                     1157.1,          637.128
        0.4,       10000.0,       48.0,                    1123.81,          613.357
       0.45,       10000.0,       48.0,                    1087.53,          587.369
        0.5,       10000.0,       48.0,                    1048.71,          559.738
       0.55,       10000.0,       48.0,                    1007.81,          530.913
        0.6,       10000.0,       48.0,                    965.288,          501.344
        0.0,       10000.0,       50.0,                     1356.0,            761.0
       0.05,       10000.0,       50.0,                    1353.32,          758.938
        0.1,       10000.0,       50.0,                     1345.2,            752.9
       0.15,       10000.0,       50.0,                    1331.86,          743.062
        0.2,       10000.0,       50.0,                     1313.5,            729.6
       0.25,       10000.0,       50.0,                    1290.26,          712.563
        0.3,       10000.0,       50.0,                     1262.6,            692.5
       0.35,       10000.0,       50.0,                    1230.86,          669.925
        0.4,       10000.0,       50.0,                     1195.5,            645.0
       0.45,       10000.0,       50.0,                    1156.91,          617.919
        0.5,       10000.0,       50.0,                     1115.6,            589.1
       0.55,       10000.0,       50.0,                    1072.07,          558.906
        0.6,       10000.0,       50.0,                     1026.8,            527.7
        0.0,       15000.0,       20.0,                      180.0,            262.4
       0.05,       15000.0,       20.0,                    166.675,          257.275
        0.1,       15000.0,       20.0,                      158.0,            252.4
       0.15,       15000.0,       20.0,                      153.0,          247.525
        0.2,       15000.0,       20.0,                      150.7,            242.4
       0.25,       15000.0,       20.0,                    150.125,          236.775
        0.3,       15000.0,       20.0,                      150.3,            230.4
       0.35,       15000.0,       20.0,                     150.25,          223.025
        0.4,       15000.0,       20.0,                      149.0,            214.4
       0.45,       15000.0,       20.0,                    144.612,          203.925
        0.5,       15000.0,       20.0,                      139.0,            192.4
       0.55,       15000.0,       20.0,                    133.112,          180.275
        0.6,       15000.0,       20.0,                      127.9,            168.0
        0.0,       15000.0,       22.0,                    284.656,          305.376
       0.05,       15000.0,       22.0,                    264.767,          297.085
        0.1,       15000.0,       22.0,                    251.895,          290.141
       0.15,       15000.0,       22.0,                    244.549,           284.06
        0.2,       15000.0,       22.0,                    241.237,          278.356
       0.25,       15000.0,       22.0,                    240.469,          272.542
        0.3,       15000.0,       22.0,                    240.752,          266.133
       0.35,       15000.0,       22.0,                    240.596,          258.643
        0.4,       15000.0,       22.0,                     238.51,          249.586
       0.45,       15000.0,       22.0,                    231.511,           237.85
        0.5,       15000.0,       22.0,                     222.58,          224.829
       0.55,       15000.0,       22.0,                    213.207,          211.292
        0.6,       15000.0,       22.0,                    204.883,          198.007
        0.0,       15000.0,       24.0,                    391.447,          348.477
       0.05,       15000.0,       24.0,                    364.009,          337.036
        0.1,       15000.0,       24.0,                    346.247,          328.018
       0.15,       15000.0,       24.0,                    336.107,          320.709
        0.2,       15000.0,       24.0,                    331.533,          314.396
       0.25,       15000.0,       24.0,                    330.469,          308.364
        0.3,       15000.0,       24.0,                    330.862,            301.9
       0.35,       15000.0,       24.0,                    330.656,          294.291
        0.4,       15000.0,       24.0,                    327.795,          284.823
       0.45,       15000.0,       24.0,                    318.171,          271.928
        0.5,       15000.0,       24.0,                     305.89,          257.454
       0.55,       15000.0,       24.0,                    293.005,          242.397
        0.6,       15000.0,       24.0,                    281.568,          227.751
        0.0,       15000.0,       26.0,                    499.311,            392.1
       0.05,       15000.0,       26.0,                    463.855,          377.423
        0.1,       15000.0,       26.0,                    440.872,          366.264
       0.15,       15000.0,       26.0,                     427.72,          357.681
        0.2,       15000.0,       26.0,                    421.759,          350.727
       0.25,       15000.0,       26.0,                    420.348,          344.459
        0.3,       15000.0,       26.0,                    420.846,          337.931
       0.35,       15000.0,       26.0,                    420.612,          330.198
        0.4,       15000.0,       26.0,                    417.005,          320.316
       0.45,       15000.0,       26.0,                    404.753,          306.272
        0.5,       15000.0,       26.0,                     389.11,          290.325
       0.55,       15000.0,       26.0,                    372.698,          273.668
        0.6,       15000.0,       26.0,                     358.14,          257.492
        0.0,       15000.0,       28.0,                    606.826,          437.065
       0.05,       15000.0,       28.0,                    563.588,          418.812
        0.1,       15000.0,       28.0,                    535.541,          405.297
       0.15,       15000.0,       28.0,                    519.471,          395.318
        0.2,       15000.0,       28.0,                    512.166,          387.674
       0.25,       15000.0,       28.0,                    510.414,          381.162
        0.3,       15000.0,       28.0,                    511.001,           374.58
       0.35,       15000.0,       28.0,                    510.715,          366.726
        0.4,       15000.0,       28.0,                    506.343,          356.398
       0.45,       15000.0,       28.0,                    491.478,          341.064
        0.5,       15000.0,       28.0,                     472.49,          323.512
       0.55,       15000.0,       28.0,                    452.556,            305.2
        0.6,       15000.0,       28.0,                    434.853,          287.587
        0.0,       15000.0,       30.0,                      714.0,            482.5
       0.05,       15000.0,       30.0,                    663.175,          460.669
        0.1,       15000.0,       30.0,                      630.2,            444.8
       0.15,       15000.0,       30.0,                      611.3,          433.431
        0.2,       15000.0,       30.0,                      602.7,            425.1
       0.25,       15000.0,       30.0,                    600.625,          418.344
        0.3,       15000.0,       30.0,                      601.3,            411.7
       0.35,       15000.0,       30.0,                     600.95,          403.706
        0.4,       15000.0,       30.0,                      595.8,            392.9
       0.45,       15000.0,       30.0,                    578.325,          376.213
        0.5,       15000.0,       30.0,                      556.0,            357.0
       0.55,       15000.0,       30.0,                     532.55,          337.013
        0.6,       15000.0,       30.0,                      511.7,            318.0
        0.0,       15000.0,       32.0,                    821.673,          526.019
       0.05,       15000.0,       32.0,                    762.994,          501.528
        0.1,       15000.0,       32.0,                    724.923,          483.908
       0.15,       15000.0,       32.0,                    703.103,          471.497
        0.2,       15000.0,       32.0,                    693.178,          462.631
       0.25,       15000.0,       32.0,                    690.794,          455.647
        0.3,       15000.0,       32.0,                    691.593,          448.882
       0.35,       15000.0,       32.0,                     691.22,          440.674
        0.4,       15000.0,       32.0,                    685.319,           429.36
       0.45,       15000.0,       32.0,                    665.204,           411.48
        0.5,       15000.0,       32.0,                     639.51,           390.76
       0.55,       15000.0,       32.0,                    612.541,          369.128
        0.6,       15000.0,       32.0,                    588.602,          348.513
        0.0,       15000.0,       34.0,                    928.245,          570.779
       0.05,       15000.0,       34.0,                    862.117,          543.211
        0.1,       15000.0,       34.0,                    819.228,          523.541
       0.15,       15000.0,       34.0,                    794.662,          509.886
        0.2,       15000.0,       34.0,                    783.503,          500.362
       0.25,       15000.0,       34.0,                    780.837,          493.088
        0.3,       15000.0,       34.0,                    781.748,           486.18
       0.35,       15000.0,       34.0,                    781.321,          477.755
        0.4,       15000.0,       34.0,                    774.641,           465.93
       0.45,       15000.0,       34.0,                      751.9,          446.811
        0.5,       15000.0,       34.0,                    722.858,          424.548
       0.55,       15000.0,       34.0,                    692.379,          401.279
        0.6,       15000.0,       34.0,                    665.332,           379.14
        0.0,       15000.0,       36.0,                    1033.73,          617.979
       0.05,       15000.0,       36.0,                    960.583,          586.365
        0.1,       15000.0,       36.0,                    913.164,          563.991
       0.15,       15000.0,       36.0,                    886.025,          548.697
        0.2,       15000.0,       36.0,                    873.715,          538.323
       0.25,       15000.0,       36.0,                    870.785,           530.71
        0.3,       15000.0,       36.0,                    871.783,          523.696
       0.35,       15000.0,       36.0,                    871.261,          515.123
        0.4,       15000.0,       36.0,                    863.766,          502.831
       0.45,       15000.0,       36.0,                    838.424,          482.362
        0.5,       15000.0,       36.0,                    806.062,          458.447
       0.55,       15000.0,       36.0,                    772.082,          433.517
        0.6,       15000.0,       36.0,                    741.887,          410.004
        0.0,       15000.0,       38.0,                    1142.05,          666.067
       0.05,       15000.0,       38.0,                    1060.85,          629.925
        0.1,       15000.0,       38.0,                     1008.2,          604.615
       0.15,       15000.0,       38.0,                    978.039,          587.647
        0.2,       15000.0,       38.0,                    964.344,          576.535
       0.25,       15000.0,       38.0,                    961.072,          568.788
        0.3,       15000.0,       38.0,                    962.184,          561.919
       0.35,       15000.0,       38.0,                    961.642,          553.439
        0.4,       15000.0,       38.0,                    953.407,           540.86
       0.45,       15000.0,       38.0,                     925.43,          519.072
        0.5,       15000.0,       38.0,                      889.7,          493.451
       0.55,       15000.0,       38.0,                    852.196,          466.749
        0.6,       15000.0,       38.0,                    818.897,          441.722
        0.0,       15000.0,       40.0,                     1249.5,            710.4
       0.05,       15000.0,       40.0,                    1160.52,          671.775
        0.1,       15000.0,       40.0,                     1102.8,            644.9
       0.15,       15000.0,       40.0,                    1069.73,          627.075
        0.2,       15000.0,       40.0,                     1054.7,            615.6
       0.25,       15000.0,       40.0,                    1051.09,          607.775
        0.3,       15000.0,       40.0,                     1052.3,            600.9
       0.35,       15000.0,       40.0,                    1051.71,          592.275
        0.4,       15000.0,       40.0,                     1042.7,            579.2
       0.45,       15000.0,       40.0,                    1012.09,           556.15
        0.5,       15000.0,       40.0,                      973.0,            528.9
       0.55,       15000.0,       40.0,                    931.956,            500.4
        0.6,       15000.0,       40.0,                      895.5,            473.6
        0.0,       15000.0,       42.0,                    1356.11,          760.079
       0.05,       15000.0,       42.0,                    1259.67,           717.09
        0.1,       15000.0,       42.0,                    1197.11,          687.295
       0.15,       15000.0,       42.0,                    1161.26,          667.698
        0.2,       15000.0,       42.0,                    1144.96,          655.304
       0.25,       15000.0,       42.0,                    1141.04,          647.116
        0.3,       15000.0,       42.0,                    1142.34,          640.137
       0.35,       15000.0,       42.0,                    1141.68,          631.371
        0.4,       15000.0,       42.0,                     1131.9,          617.822
       0.45,       15000.0,       42.0,                    1098.71,          593.364
        0.5,       15000.0,       42.0,                    1056.31,           564.39
       0.55,       15000.0,       42.0,                    1011.79,          534.163
        0.6,       15000.0,       42.0,                     972.22,          505.947
        0.0,       15000.0,       44.0,                    1462.37,          808.001
       0.05,       15000.0,       44.0,                    1358.69,          761.495
        0.1,       15000.0,       44.0,                    1291.47,            729.4
       0.15,       15000.0,       44.0,                    1252.99,          708.456
        0.2,       15000.0,       44.0,                    1235.53,          695.401
       0.25,       15000.0,       44.0,                    1231.38,          686.976
        0.3,       15000.0,       44.0,                     1232.8,           679.92
       0.35,       15000.0,       44.0,                    1232.09,          670.972
        0.4,       15000.0,       44.0,                    1221.52,          656.873
       0.45,       15000.0,       44.0,                    1185.68,           630.95
        0.5,       15000.0,       44.0,                    1139.91,          600.178
       0.55,       15000.0,       44.0,                    1091.85,          568.117
        0.6,       15000.0,       44.0,                    1049.16,          538.331
        0.0,       15000.0,       46.0,                    1570.28,          855.818
       0.05,       15000.0,       46.0,                    1458.55,          805.807
        0.1,       15000.0,       46.0,                    1386.08,          771.417
       0.15,       15000.0,       46.0,                    1344.58,          749.127
        0.2,       15000.0,       46.0,                    1325.72,          735.415
       0.25,       15000.0,       46.0,                    1321.21,          726.763
        0.3,       15000.0,       46.0,                    1322.74,          719.648
       0.35,       15000.0,       46.0,                     1322.0,           710.55
        0.4,       15000.0,       46.0,                    1310.68,           695.95
       0.45,       15000.0,       46.0,                    1272.22,          668.663
        0.5,       15000.0,       46.0,                    1223.09,          636.155
       0.55,       15000.0,       46.0,                    1171.51,          602.229
        0.6,       15000.0,       46.0,                    1125.69,          570.686
        0.0,       15000.0,       48.0,                    1678.08,          905.569
       0.05,       15000.0,       48.0,                    1558.51,          851.551
        0.1,       15000.0,       48.0,                    1480.95,           814.49
       0.15,       15000.0,       48.0,                    1436.53,          790.587
        0.2,       15000.0,       48.0,                    1416.34,          776.042
       0.25,       15000.0,       48.0,                    1411.51,          767.054
        0.3,       15000.0,       48.0,                    1413.15,          759.825
       0.35,       15000.0,       48.0,                    1412.38,          750.552
        0.4,       15000.0,       48.0,                     1400.3,          735.438
       0.45,       15000.0,       48.0,                    1359.19,          706.739
        0.5,       15000.0,       48.0,                    1306.69,           672.48
       0.55,       15000.0,       48.0,                    1251.59,          636.743
        0.6,       15000.0,       48.0,                    1202.69,          603.609
        0.0,       15000.0,       50.0,                     1782.5,            958.1
       0.05,       15000.0,       50.0,                    1656.36,          898.981
        0.1,       15000.0,       50.0,                     1574.6,            858.5
       0.15,       15000.0,       50.0,                    1527.81,          832.519
        0.2,       15000.0,       50.0,                     1506.6,            816.9
       0.25,       15000.0,       50.0,                    1501.56,          807.506
        0.3,       15000.0,       50.0,                     1503.3,            800.2
       0.35,       15000.0,       50.0,                    1502.41,          790.844
        0.4,       15000.0,       50.0,                     1489.5,            775.3
       0.45,       15000.0,       50.0,                    1445.81,          745.156
        0.5,       15000.0,       50.0,                     1390.0,            709.1
       0.55,       15000.0,       50.0,                    1331.39,          671.544
        0.6,       15000.0,       50.0,                     1279.3,            636.9
        0.0,       17500.0,       20.0,                      128.9,            262.4
       0.05,       17500.0,       20.0,                    138.125,          264.481
        0.1,       17500.0,       20.0,                      145.2,            264.5
       0.15,       17500.0,       20.0,                    150.375,          262.619
        0.2,       17500.0,       20.0,                      153.9,            259.0
       0.25,       17500.0,       20.0,                    156.025,          253.806
        0.3,       17500.0,       20.0,                      157.0,            247.2
       0.35,       17500.0,       20.0,                    157.075,          239.344
        0.4,       17500.0,       20.0,                      156.5,            230.4
       0.45,       17500.0,       20.0,                    156.144,          220.706
        0.5,       17500.0,       20.0,                      154.4,            209.9
       0.55,       17500.0,       20.0,                    150.281,          197.794
        0.6,       17500.0,       20.0,                      142.8,            184.2
        0.0,       17500.0,       22.0,                    204.798,          288.244
       0.05,       17500.0,       22.0,                    220.159,          292.893
        0.1,       17500.0,       22.0,                    231.925,          294.846
       0.15,       17500.0,       22.0,                    240.519,          294.348
        0.2,       17500.0,       22.0,                    246.362,          291.645
       0.25,       17500.0,       22.0,                    249.877,          286.984
        0.3,       17500.0,       22.0,                    251.486,           280.61
       0.35,       17500.0,       22.0,                    251.613,          272.769
        0.4,       17500.0,       22.0,                     250.68,          263.708
       0.45,       17500.0,       22.0,                    250.112,          254.009
        0.5,       17500.0,       22.0,                    247.323,          242.907
       0.55,       17500.0,       22.0,                    240.729,          229.971
        0.6,       17500.0,       22.0,                    228.748,          214.773
        0.0,       17500.0,       24.0,                    281.749,          315.478
       0.05,       17500.0,       24.0,                    302.738,          322.783
        0.1,       17500.0,       24.0,                    318.823,          326.748
       0.15,       17500.0,       24.0,                    330.577,          327.698
        0.2,       17500.0,       24.0,                    338.575,          325.961
       0.25,       17500.0,       24.0,                    343.392,          321.864
        0.3,       17500.0,       24.0,                    345.603,          315.732
       0.35,       17500.0,       24.0,                    345.783,          307.892
        0.4,       17500.0,       24.0,                    344.506,          298.671
       0.45,       17500.0,       24.0,                    343.721,          288.902
        0.5,       17500.0,       24.0,                    339.882,          277.391
       0.55,       17500.0,       24.0,                    330.817,           263.45
        0.6,       17500.0,       24.0,                    314.354,          246.394
        0.0,       17500.0,       26.0,                    358.991,          344.101
       0.05,       17500.0,       26.0,                    385.477,          354.034
        0.1,       17500.0,       26.0,                    405.777,          359.997
       0.15,       17500.0,       26.0,                    420.616,           362.39
        0.2,       17500.0,       26.0,                    430.717,          361.615
       0.25,       17500.0,       26.0,                    436.803,          358.074
        0.3,       17500.0,       26.0,                    439.597,          352.169
       0.35,       17500.0,       26.0,                    439.822,            344.3
        0.4,       17500.0,       26.0,                    438.202,           334.87
       0.45,       17500.0,       26.0,                    437.203,          324.952
        0.5,       17500.0,       26.0,                    432.318,          312.931
       0.55,       17500.0,       26.0,                    420.787,          297.864
        0.6,       17500.0,       26.0,                    399.846,          278.808
        0.0,       17500.0,       28.0,                    435.374,          374.234
       0.05,       17500.0,       28.0,                    467.792,          386.612
        0.1,       17500.0,       28.0,                    492.613,          394.434
       0.15,       17500.0,       28.0,                    510.733,          398.168
        0.2,       17500.0,       28.0,                    523.044,           398.28
       0.25,       17500.0,       28.0,                     530.44,          395.236
        0.3,       17500.0,       28.0,                    533.815,          389.504
       0.35,       17500.0,       28.0,                    534.062,          381.549
        0.4,       17500.0,       28.0,                    532.076,          371.838
       0.45,       17500.0,       28.0,                    530.882,          361.653
        0.5,       17500.0,       28.0,                    524.977,          349.014
       0.55,       17500.0,       28.0,                    510.989,          332.757
        0.6,       17500.0,       28.0,                    485.546,          311.716
        0.0,       17500.0,       30.0,                      511.3,            405.5
       0.05,       17500.0,       30.0,                    549.888,           420.15
        0.1,       17500.0,       30.0,                      579.4,            429.7
       0.15,       17500.0,       30.0,                    600.913,          434.675
        0.2,       17500.0,       30.0,                      615.5,            435.6
       0.25,       17500.0,       30.0,                    624.237,            433.0
        0.3,       17500.0,       30.0,                      628.2,            427.4
       0.35,       17500.0,       30.0,                    628.462,          419.325
        0.4,       17500.0,       30.0,                      626.1,            409.3
       0.45,       17500.0,       30.0,                    624.719,            398.8
        0.5,       17500.0,       30.0,                      617.8,            385.5
       0.55,       17500.0,       30.0,                    601.356,          368.025
        0.6,       17500.0,       30.0,                      571.4,            345.0
        0.0,       17500.0,       32.0,                    588.056,          437.185
       0.05,       17500.0,       32.0,                     632.43,          454.037
        0.1,       17500.0,       32.0,                    666.371,          465.249
       0.15,       17500.0,       32.0,                    691.117,          471.408
        0.2,       17500.0,       32.0,                    707.901,          473.101
       0.25,       17500.0,       32.0,                    717.958,          470.914
        0.3,       17500.0,       32.0,                    722.524,          465.435
       0.35,       17500.0,       32.0,                    722.832,          457.249
        0.4,       17500.0,       32.0,                    720.118,          446.943
       0.45,       17500.0,       32.0,                    718.525,          436.213
        0.5,       17500.0,       32.0,                    710.561,           422.32
       0.55,       17500.0,       32.0,                    691.645,          403.632
        0.6,       17500.0,       32.0,                    657.192,           378.52
        0.0,       17500.0,       34.0,                    664.932,          470.268
       0.05,       17500.0,       34.0,                    714.972,          488.859
        0.1,       17500.0,       34.0,                    753.262,          501.402
       0.15,       17500.0,       34.0,                     781.19,          508.526
        0.2,       17500.0,       34.0,                    800.145,          510.863
       0.25,       17500.0,       34.0,                    811.514,          509.043
        0.3,       17500.0,       34.0,                    816.686,          503.698
       0.35,       17500.0,       34.0,                    817.049,          495.457
        0.4,       17500.0,       34.0,                    813.991,          484.951
       0.45,       17500.0,       34.0,                     812.18,          474.078
        0.5,       17500.0,       34.0,                    803.165,          459.669
       0.55,       17500.0,       34.0,                    781.775,          439.826
        0.6,       17500.0,       34.0,                     742.84,          412.645
        0.0,       17500.0,       36.0,                    741.594,          503.643
       0.05,       17500.0,       36.0,                    797.345,          523.937
        0.1,       17500.0,       36.0,                    840.012,          537.803
       0.15,       17500.0,       36.0,                     871.14,          545.911
        0.2,       17500.0,       36.0,                    892.272,          548.932
       0.25,       17500.0,       36.0,                    904.954,          547.535
        0.3,       17500.0,       36.0,                    910.729,           542.39
       0.35,       17500.0,       36.0,                    911.142,          534.167
        0.4,       17500.0,       36.0,                    907.737,          523.537
       0.45,       17500.0,       36.0,                    905.712,          512.595
        0.5,       17500.0,       36.0,                    895.652,          497.732
       0.55,       17500.0,       36.0,                    871.796,          476.764
        0.6,       17500.0,       36.0,                    828.383,          447.508
        0.0,       17500.0,       38.0,                    817.726,          529.934
       0.05,       17500.0,       38.0,                    879.598,          554.854
        0.1,       17500.0,       38.0,                    926.924,          572.219
       0.15,       17500.0,       38.0,                    961.426,          582.842
        0.2,       17500.0,       38.0,                    984.826,          587.539
       0.25,       17500.0,       38.0,                    998.848,          587.125
        0.3,       17500.0,       38.0,                    1005.21,          582.414
       0.35,       17500.0,       38.0,                    1005.65,          574.221
        0.4,       17500.0,       38.0,                    1001.87,           563.36
       0.45,       17500.0,       38.0,                    999.652,          552.318
        0.5,       17500.0,       38.0,                    988.572,          536.899
       0.55,       17500.0,       38.0,                    962.254,          514.579
        0.6,       17500.0,       38.0,                    914.324,          482.836
        0.0,       17500.0,       40.0,                      896.1,            563.5
       0.05,       17500.0,       40.0,                     963.05,          590.681
        0.1,       17500.0,       40.0,                     1014.3,            609.8
       0.15,       17500.0,       40.0,                     1051.7,          621.719
        0.2,       17500.0,       40.0,                     1077.1,            627.3
       0.25,       17500.0,       40.0,                    1092.35,          627.406
        0.3,       17500.0,       40.0,                     1099.3,            622.9
       0.35,       17500.0,       40.0,                     1099.8,          614.644
        0.4,       17500.0,       40.0,                     1095.7,            603.5
       0.45,       17500.0,       40.0,                    1093.25,          592.131
        0.5,       17500.0,       40.0,                     1081.1,            576.0
       0.55,       17500.0,       40.0,                     1052.3,          552.369
        0.6,       17500.0,       40.0,                      999.9,            518.5
        0.0,       17500.0,       42.0,                     973.34,           596.68
       0.05,       17500.0,       42.0,                    1045.77,          626.483
        0.1,       17500.0,       42.0,                    1101.24,          647.571
       0.15,       17500.0,       42.0,                    1141.75,          660.883
        0.2,       17500.0,       42.0,                    1169.28,          667.357
       0.25,       17500.0,       42.0,                    1185.83,          667.935
        0.3,       17500.0,       42.0,                    1193.39,          663.554
       0.35,       17500.0,       42.0,                    1193.97,          655.154
        0.4,       17500.0,       42.0,                    1189.54,          643.674
       0.45,       17500.0,       42.0,                    1186.87,          632.019
        0.5,       17500.0,       42.0,                    1173.66,          615.233
       0.55,       17500.0,       42.0,                    1142.37,          590.327
        0.6,       17500.0,       42.0,                    1085.48,           554.31
        0.0,       17500.0,       44.0,                    1049.07,          629.682
       0.05,       17500.0,       44.0,                     1127.8,          662.369
        0.1,       17500.0,       44.0,                    1188.04,          685.613
       0.15,       17500.0,       44.0,                    1231.99,          700.441
        0.2,       17500.0,       44.0,                    1261.82,          707.883
       0.25,       17500.0,       44.0,                    1279.72,          708.968
        0.3,       17500.0,       44.0,                    1287.86,          704.723
       0.35,       17500.0,       44.0,                    1288.44,          696.179
        0.4,       17500.0,       44.0,                    1283.64,          684.363
       0.45,       17500.0,       44.0,                    1280.81,          672.469
        0.5,       17500.0,       44.0,                    1266.61,          655.031
       0.55,       17500.0,       44.0,                    1232.87,          628.745
        0.6,       17500.0,       44.0,                    1171.41,          590.308
        0.0,       17500.0,       46.0,                    1126.06,          662.121
       0.05,       17500.0,       46.0,                    1210.34,          698.015
        0.1,       17500.0,       46.0,                    1274.86,          723.633
       0.15,       17500.0,       46.0,                    1321.94,          740.111
        0.2,       17500.0,       46.0,                    1353.92,          748.588
       0.25,       17500.0,       46.0,                    1373.13,          750.201
        0.3,       17500.0,       46.0,                    1381.88,          746.087
       0.35,       17500.0,       46.0,                    1382.52,          737.383
        0.4,       17500.0,       46.0,                    1377.36,          725.228
       0.45,       17500.0,       46.0,                    1374.28,           713.13
        0.5,       17500.0,       46.0,                     1359.0,          695.112
       0.55,       17500.0,       46.0,                    1322.79,          667.565
        0.6,       17500.0,       46.0,                    1256.93,          626.884
        0.0,       17500.0,       48.0,                    1202.57,          696.872
       0.05,       17500.0,       48.0,                    1292.78,          735.157
        0.1,       17500.0,       48.0,                    1361.83,          762.581
       0.15,       17500.0,       48.0,                    1412.21,          780.355
        0.2,       17500.0,       48.0,                    1446.42,          789.687
       0.25,       17500.0,       48.0,                    1466.95,          791.786
        0.3,       17500.0,       48.0,                     1476.3,           787.86
       0.35,       17500.0,       48.0,                    1476.97,          779.119
        0.4,       17500.0,       48.0,                    1471.46,           766.77
       0.45,       17500.0,       48.0,                    1468.17,          754.604
        0.5,       17500.0,       48.0,                    1451.86,          736.089
       0.55,       17500.0,       48.0,                    1413.19,          707.273
        0.6,       17500.0,       48.0,                    1342.81,          664.206
        0.0,       17500.0,       50.0,                     1280.9,            733.6
       0.05,       17500.0,       50.0,                    1376.21,          773.406
        0.1,       17500.0,       50.0,                     1449.2,            802.1
       0.15,       17500.0,       50.0,                    1502.49,          820.894
        0.2,       17500.0,       50.0,                     1538.7,            831.0
       0.25,       17500.0,       50.0,                    1560.46,          833.631
        0.3,       17500.0,       50.0,                     1570.4,            830.0
       0.35,       17500.0,       50.0,                    1571.14,          821.319
        0.4,       17500.0,       50.0,                     1565.3,            808.8
       0.45,       17500.0,       50.0,                    1561.78,          796.344
        0.5,       17500.0,       50.0,                     1544.4,            777.1
       0.55,       17500.0,       50.0,                    1503.24,          746.906
        0.6,       17500.0,       50.0,                     1428.4,            701.6
        0.0,       20000.0,       20.0,                      162.5,            294.8
       0.05,       20000.0,       20.0,                    157.781,            293.4
        0.1,       20000.0,       20.0,                      155.2,            290.7
       0.15,       20000.0,       20.0,                    154.344,           286.75
        0.2,       20000.0,       20.0,                      154.8,            281.6
       0.25,       20000.0,       20.0,                    156.156,            275.3
        0.3,       20000.0,       20.0,                      158.0,            267.9
       0.35,       20000.0,       20.0,                    159.919,           259.45
        0.4,       20000.0,       20.0,                      161.5,            250.0
       0.45,       20000.0,       20.0,                    162.156,          239.581
        0.5,       20000.0,       20.0,                      162.0,            228.3
       0.55,       20000.0,       20.0,                    160.969,          216.244
        0.6,       20000.0,       20.0,                      159.0,            203.5
        0.0,       20000.0,       22.0,                    258.199,          321.673
       0.05,       20000.0,       22.0,                    251.476,          319.349
        0.1,       20000.0,       22.0,                    247.929,          316.277
       0.15,       20000.0,       22.0,                    246.937,          312.403
        0.2,       20000.0,       22.0,                     247.88,          307.676
       0.25,       20000.0,       22.0,                    250.137,          302.042
        0.3,       20000.0,       22.0,                    253.088,          295.448
       0.35,       20000.0,       22.0,                    256.111,          287.841
        0.4,       20000.0,       22.0,                    258.586,          279.169
       0.45,       20000.0,       22.0,                    259.636,           269.31
        0.5,       20000.0,       22.0,                     259.41,          258.415
       0.55,       20000.0,       22.0,                    257.797,          246.567
        0.6,       20000.0,       22.0,                    254.689,          233.849
        0.0,       20000.0,       24.0,                     355.85,          353.581
       0.05,       20000.0,       24.0,                    346.176,          350.188
        0.1,       20000.0,       24.0,                    341.005,          346.613
       0.15,       20000.0,       24.0,                    339.458,          342.694
        0.2,       20000.0,       24.0,                     340.66,          338.267
       0.25,       20000.0,       24.0,                    343.734,          333.171
        0.3,       20000.0,       24.0,                    347.804,          327.242
       0.35,       20000.0,       24.0,                    351.992,          320.317
        0.4,       20000.0,       24.0,                    355.423,          312.234
       0.45,       20000.0,       24.0,                    356.846,          302.714
        0.5,       20000.0,       24.0,                    356.505,          291.944
       0.55,       20000.0,       24.0,                    354.268,          279.994
        0.6,       20000.0,       24.0,                    350.004,          266.937
        0.0,       20000.0,       26.0,                     454.15,          389.413
       0.05,       20000.0,       26.0,                    441.211,          384.703
        0.1,       20000.0,       26.0,                    434.195,          380.422
