# created 04/22/25
# GASP_TS-derived engine deck converted from MAPS_1120hp.eng
# t4max: 50.0
# t4cruise: 46.67
# t4climb: 48.33
# t4flight_idle: 20.0
# xsfc: 0.0
# cexp: 0.0
# sls_horsepower: 1120.0
# freeturbine_rpm: 24539.0
# propeller_rpm: 1210.0
# gearbox_ratio: 0.049308
# torque_limit: 4861.4
# sls_corrected_airflow: 7.9568

Mach Number, Altitude (ft),   Throttle, Shaft Power Corrected (hp), Tailpipe Thrust (lbf), Fuel Flow (lb/h)
        0.2,       20000.0,       42.0,                    1176.48,                80.918,          672.395
       0.25,       20000.0,       42.0,                    1186.94,               67.0365,          670.243
        0.3,       20000.0,       42.0,                    1200.99,                53.737,            668.5
       0.35,       20000.0,       42.0,                    1215.53,                40.842,          665.915
        0.4,       20000.0,       42.0,                    1227.45,               28.1742,          661.236
       0.45,       20000.0,       42.0,                    1232.27,               15.4422,          652.576
        0.5,       20000.0,       42.0,                    1230.99,               2.80984,          640.587
       0.55,       20000.0,       42.0,                    1223.23,              -9.67292,          625.286
        0.6,       20000.0,       42.0,                    1208.61,              -21.9561,          606.692
        0.0,       20000.0,       44.0,                    1330.63,               155.941,          753.564
       0.05,       20000.0,       44.0,                     1292.7,               137.488,          735.557
        0.1,       20000.0,       44.0,                    1272.13,               120.409,          723.646
       0.15,       20000.0,       44.0,                    1265.55,               104.515,          716.449
        0.2,       20000.0,       44.0,                    1269.58,               89.6139,          712.585
       0.25,       20000.0,       44.0,                    1280.88,               75.5165,          710.673
        0.3,       20000.0,       44.0,                    1296.06,               62.0318,          709.331
       0.35,       20000.0,       44.0,                    1311.78,               48.9696,          707.178
        0.4,       20000.0,       44.0,                    1324.65,               36.1395,          702.833
       0.45,       20000.0,       44.0,                    1329.83,               23.2303,          694.187
        0.5,       20000.0,       44.0,                    1328.43,               10.4134,          682.043
       0.55,       20000.0,       44.0,                    1320.06,              -2.26054,          666.477
        0.6,       20000.0,       44.0,                    1304.33,              -14.7408,          647.564
        0.0,       20000.0,       46.0,                    1426.45,               167.225,          795.168
       0.05,       20000.0,       46.0,                    1386.28,                147.86,          776.486
        0.1,       20000.0,       46.0,                    1364.58,               130.097,          764.222
       0.15,       20000.0,       46.0,                    1357.75,               113.709,          756.935
        0.2,       20000.0,       46.0,                    1362.22,               98.4704,          753.184
       0.25,       20000.0,       46.0,                    1374.39,               84.1527,          751.526
        0.3,       20000.0,       46.0,                    1390.68,               70.5293,          750.521
       0.35,       20000.0,       46.0,                    1407.51,               57.3732,          748.727
        0.4,       20000.0,       46.0,                    1421.29,               44.4574,          744.703
       0.45,       20000.0,       46.0,                    1426.86,                31.421,          736.315
        0.5,       20000.0,       46.0,                    1425.37,               18.4386,          724.197
       0.55,       20000.0,       46.0,                    1416.39,                5.5511,          708.292
        0.6,       20000.0,       46.0,                    1399.47,              -7.20076,          688.543
        0.0,       20000.0,       48.0,                    1524.63,               180.309,           843.66
       0.05,       20000.0,       48.0,                    1481.44,               159.349,          821.483
        0.1,       20000.0,       48.0,                    1458.05,               140.443,          806.955
       0.15,       20000.0,       48.0,                    1450.62,               123.288,          798.419
        0.2,       20000.0,       48.0,                    1455.32,               107.582,          794.215
       0.25,       20000.0,       48.0,                    1468.29,               93.0237,          792.685
        0.3,       20000.0,       48.0,                     1485.7,               79.3107,           792.17
       0.35,       20000.0,       48.0,                     1503.7,               66.1409,          791.013
        0.4,       20000.0,       48.0,                    1518.45,               53.2123,          787.553
       0.45,       20000.0,       48.0,                     1524.4,               40.0427,          779.338
        0.5,       20000.0,       48.0,                    1522.81,               26.8703,          767.095
       0.55,       20000.0,       48.0,                    1513.19,               13.7533,          750.761
        0.6,       20000.0,       48.0,                     1495.1,              0.749768,          730.268
        0.0,       20000.0,       50.0,                     1621.4,                 190.6,            887.0
       0.05,       20000.0,       50.0,                    1575.65,               169.213,          863.306
        0.1,       20000.0,       50.0,                     1550.9,                 150.0,            848.0
       0.15,       20000.0,       50.0,                    1543.08,               132.638,          839.269
        0.2,       20000.0,       50.0,                     1548.1,                 116.8,            835.3
       0.25,       20000.0,       50.0,                     1561.9,               102.162,          834.281
        0.3,       20000.0,       50.0,                     1580.4,                  88.4,            834.4
       0.35,       20000.0,       50.0,                    1599.53,               75.1875,          833.844
        0.4,       20000.0,       50.0,                     1615.2,                  62.2,            830.8
       0.45,       20000.0,       50.0,                    1621.57,                48.925,          822.544
        0.5,       20000.0,       50.0,                     1619.9,                  35.6,            810.0
       0.55,       20000.0,       50.0,                    1609.68,                22.275,          793.181
        0.6,       20000.0,       50.0,                     1590.4,                   9.0,            772.1
        0.0,       23000.0,       20.0,                      150.2,                  40.9,            342.1
       0.05,       23000.0,       20.0,                    152.056,               31.2625,          341.856
        0.1,       23000.0,       20.0,                      153.8,                  21.6,            339.3
       0.15,       23000.0,       20.0,                    155.469,               11.9625,          334.644
        0.2,       23000.0,       20.0,                      157.1,                   2.4,            328.1
       0.25,       23000.0,       20.0,                    158.731,               -7.0375,          319.881
        0.3,       23000.0,       20.0,                      160.4,                 -16.3,            310.2
       0.35,       23000.0,       20.0,                    162.144,              -25.3375,          299.269
        0.4,       23000.0,       20.0,                      164.0,                 -34.1,            287.3
       0.45,       23000.0,       20.0,                    166.238,              -42.5188,           274.55
        0.5,       23000.0,       20.0,                      168.2,                 -50.6,            261.1
       0.55,       23000.0,       20.0,                    169.463,              -58.3313,          247.075
        0.6,       23000.0,       20.0,                      169.6,                 -65.7,            232.6
        0.0,       23000.0,       22.0,                    240.861,               50.9589,          351.257
       0.05,       23000.0,       22.0,                    243.682,                 40.17,          351.114
        0.1,       23000.0,       22.0,                    246.371,               29.4855,          349.037
       0.15,       23000.0,       22.0,                    248.981,               18.9342,          345.193
        0.2,       23000.0,       22.0,                    251.563,               8.54498,           339.75
       0.25,       23000.0,       22.0,                    254.168,              -1.65329,          332.876
        0.3,       23000.0,       22.0,                    256.848,              -11.6318,          324.736
       0.35,       23000.0,       22.0,                    259.653,              -21.3617,          315.498
        0.4,       23000.0,       22.0,                    262.635,              -30.8142,           305.33
       0.45,       23000.0,       22.0,                    266.203,              -39.9664,           294.48
        0.5,       23000.0,       22.0,                    269.338,              -48.7714,          282.871
       0.55,       23000.0,       22.0,                    271.376,              -57.1883,           270.51
        0.6,       23000.0,       22.0,                    271.657,              -65.1762,            257.4
        0.0,       23000.0,       24.0,                     330.26,               59.1052,          370.678
       0.05,       23000.0,       24.0,                    334.466,                47.956,          371.234
        0.1,       23000.0,       24.0,                    338.386,               36.8286,          369.926
       0.15,       23000.0,       24.0,                    342.108,               25.7682,          366.921
        0.2,       23000.0,       24.0,                    345.722,               14.8203,          362.384
       0.25,       23000.0,       24.0,                    349.317,               4.03032,          356.478
        0.3,       23000.0,       24.0,                    352.984,              -6.55626,          349.371
       0.35,       23000.0,       24.0,                    356.811,              -16.8941,          341.226
        0.4,       23000.0,       24.0,                    360.888,              -26.9376,          332.209
       0.45,       23000.0,       24.0,                    365.813,              -36.6243,          322.635
        0.5,       23000.0,       24.0,                    370.149,              -45.9604,          312.218
       0.55,       23000.0,       24.0,                    372.966,               -54.935,          300.822
        0.6,       23000.0,       24.0,                    373.335,               -63.537,          288.311
        0.0,       23000.0,       26.0,                     419.24,               66.7821,          397.591
       0.05,       23000.0,       26.0,                    424.971,               55.4921,          399.017
        0.1,       23000.0,       26.0,                    430.214,               44.0989,          398.508
       0.15,       23000.0,       26.0,                    435.105,               32.6726,          396.245
        0.2,       23000.0,       26.0,                    439.778,               21.2831,          392.412
       0.25,       23000.0,       26.0,                     444.37,               10.0006,          387.188
        0.3,       23000.0,       26.0,                    449.016,              -1.10482,          380.758
       0.35,       23000.0,       26.0,                    453.852,               -11.963,          373.302
        0.4,       23000.0,       26.0,                    459.012,               -22.504,          365.002
       0.45,       23000.0,       26.0,                    465.305,               -32.604,          356.271
        0.5,       23000.0,       26.0,                    470.851,              -42.3537,          346.599
       0.55,       23000.0,       26.0,                    474.443,              -51.7899,          335.706
        0.6,       23000.0,       26.0,                    474.873,              -60.9496,          323.312
        0.0,       23000.0,       28.0,                    508.999,                76.312,          429.156
       0.05,       23000.0,       28.0,                    515.998,               64.1691,          430.924
        0.1,       23000.0,       28.0,                     522.39,               52.0353,          430.795
       0.15,       23000.0,       28.0,                    528.342,               39.9651,          428.948
        0.2,       23000.0,       28.0,                    534.021,               28.0127,          425.561
       0.25,       23000.0,       28.0,                    539.596,               16.2325,          420.813
        0.3,       23000.0,       28.0,                    545.233,               4.67879,          414.883
       0.35,       23000.0,       28.0,                      551.1,              -6.59418,          407.948
        0.4,       23000.0,       28.0,                    557.364,              -17.5321,          400.189
       0.45,       23000.0,       28.0,                    565.013,               -28.032,          392.071
        0.5,       23000.0,       28.0,                    571.752,              -38.1854,          382.909
       0.55,       23000.0,       28.0,                    576.108,              -48.0352,          372.305
        0.6,       23000.0,       28.0,                    576.606,              -57.6243,          359.863
        0.0,       23000.0,       30.0,                      599.3,                  86.5,            462.8
       0.05,       23000.0,       30.0,                    607.381,                  73.3,          464.775
        0.1,       23000.0,       30.0,                      614.8,                  60.3,            464.9
       0.15,       23000.0,       30.0,                    621.744,                47.525,           463.35
        0.2,       23000.0,       30.0,                      628.4,                  35.0,            460.3
       0.25,       23000.0,       30.0,                    634.956,                 22.75,          455.925
        0.3,       23000.0,       30.0,                      641.6,                  10.8,            450.4
       0.35,       23000.0,       30.0,                    648.519,                -0.825,            443.9
        0.4,       23000.0,       30.0,                      655.9,                 -12.1,            436.6
       0.45,       23000.0,       30.0,                    664.887,               -22.975,          429.013
        0.5,       23000.0,       30.0,                      672.8,                 -33.5,            420.3
       0.55,       23000.0,       30.0,                    677.913,                 -43.7,          409.963
        0.6,       23000.0,       30.0,                      678.5,                 -53.6,            397.5
        0.0,       23000.0,       32.0,                    688.767,               93.7732,          494.468
       0.05,       23000.0,       32.0,                    698.246,                80.807,          497.905
        0.1,       23000.0,       32.0,                    706.917,               67.8489,          499.126
       0.15,       23000.0,       32.0,                    715.002,               54.9591,          498.376
        0.2,       23000.0,       32.0,                    722.724,               42.1978,          495.903
       0.25,       23000.0,       32.0,                    730.304,               29.6253,          491.952
        0.3,       23000.0,       32.0,                    737.967,               17.3018,          486.771
       0.35,       23000.0,       32.0,                    745.935,                5.2875,          480.604
        0.4,       23000.0,       32.0,                     754.43,              -6.35735,          473.698
       0.45,       23000.0,       32.0,                    764.785,              -17.5232,          466.738
        0.5,       23000.0,       32.0,                    773.894,              -28.2978,          458.657
       0.55,       23000.0,       32.0,                    779.761,              -38.7197,          448.827
        0.6,       23000.0,       32.0,                    780.388,              -48.8273,          436.619
        0.0,       23000.0,       34.0,                    780.934,               101.413,          530.156
       0.05,       23000.0,       34.0,                     790.52,               88.5888,          533.546
        0.1,       23000.0,       34.0,                    799.593,               75.6158,          534.845
       0.15,       23000.0,       34.0,                    808.321,               62.5867,          534.285
        0.2,       23000.0,       34.0,                    816.876,               49.5943,          532.099
       0.25,       23000.0,       34.0,                    825.427,               36.7311,          528.522
        0.3,       23000.0,       34.0,                    834.146,                 24.09,          523.787
       0.35,       23000.0,       34.0,                    843.203,               11.7636,          518.126
        0.4,       23000.0,       34.0,                    852.768,              -0.15537,          511.773
       0.45,       23000.0,       34.0,                    864.099,              -11.4788,          505.427
        0.5,       23000.0,       34.0,                    874.103,              -22.4002,          497.926
       0.55,       23000.0,       34.0,                    880.776,              -33.0177,          488.576
        0.6,       23000.0,       34.0,                    882.111,              -43.4295,           476.68
        0.0,       23000.0,       36.0,                    875.279,               110.681,          570.318
       0.05,       23000.0,       36.0,                    883.965,               97.3678,          571.861
        0.1,       23000.0,       36.0,                    892.764,               83.9536,           572.04
       0.15,       23000.0,       36.0,                    901.729,               70.5317,           570.97
        0.2,       23000.0,       36.0,                    910.913,                57.195,          568.764
       0.25,       23000.0,       36.0,                    920.373,               44.0362,          565.538
        0.3,       23000.0,       36.0,                     930.16,               31.1481,          561.405
       0.35,       23000.0,       36.0,                     940.33,               18.6235,          556.479
        0.4,       23000.0,       36.0,                    950.937,               6.55521,          550.875
       0.45,       23000.0,       36.0,                    962.978,              -4.82677,          545.121
        0.5,       23000.0,       36.0,                    973.675,              -15.8414,          538.089
       0.55,       23000.0,       36.0,                    981.193,              -26.6705,          529.069
        0.6,       23000.0,       36.0,                    983.696,              -37.4958,          517.348
        0.0,       23000.0,       38.0,                    960.805,               120.434,          603.507
       0.05,       23000.0,       38.0,                    972.867,                106.44,          606.692
        0.1,       23000.0,       38.0,                    984.177,               92.5045,          608.174
       0.15,       23000.0,       38.0,                    994.975,               78.6911,          608.127
        0.2,       23000.0,       38.0,                     1005.5,               65.0635,          606.724
       0.25,       23000.0,       38.0,                    1015.99,               51.6855,          604.136
        0.3,       23000.0,       38.0,                    1026.68,               38.6207,          600.538
       0.35,       23000.0,       38.0,                    1037.81,               25.9329,          596.103
        0.4,       23000.0,       38.0,                    1049.62,               13.6858,          591.002
       0.45,       23000.0,       38.0,                    1063.76,                2.0359,          585.962
        0.5,       23000.0,       38.0,                    1076.23,              -9.23153,          579.497
       0.55,       23000.0,       38.0,                    1084.43,              -20.2385,          570.671
        0.6,       23000.0,       38.0,                    1085.76,              -31.1069,          558.551
        0.0,       23000.0,       40.0,                     1049.3,                 127.6,            640.8
       0.05,       23000.0,       40.0,                    1063.11,               114.256,            644.4
        0.1,       23000.0,       40.0,                     1075.9,                 100.7,            646.3
       0.15,       23000.0,       40.0,                    1087.96,               87.0438,          646.675
        0.2,       23000.0,       40.0,                     1099.6,                  73.4,            645.7
       0.25,       23000.0,       40.0,                    1111.11,               59.8812,           643.55
        0.3,       23000.0,       40.0,                     1122.8,                  46.6,            640.4
       0.35,       23000.0,       40.0,                    1134.96,               33.6687,          636.425
        0.4,       23000.0,       40.0,                     1147.9,                  21.2,            631.8
       0.45,       23000.0,       40.0,                    1163.54,                  9.45,          627.325
        0.5,       23000.0,       40.0,                     1177.3,                  -1.9,            621.3
       0.55,       23000.0,       40.0,                    1186.24,               -13.025,           612.65
        0.6,       23000.0,       40.0,                     1187.4,                 -24.1,            600.3
        0.0,       23000.0,       42.0,                    1139.46,               139.702,           678.57
       0.05,       23000.0,       42.0,                    1154.37,               125.002,          682.658
        0.1,       23000.0,       42.0,                    1168.17,               110.437,          685.019
       0.15,       23000.0,       42.0,                    1181.21,               96.0638,          685.833
        0.2,       23000.0,       42.0,                     1193.8,                81.941,          685.281
       0.25,       23000.0,       42.0,                    1206.27,               68.1261,          683.544
        0.3,       23000.0,       42.0,                    1218.94,               54.6767,          680.802
       0.35,       23000.0,       42.0,                    1232.13,               41.6505,          677.236
        0.4,       23000.0,       42.0,                    1246.18,               29.1051,          673.026
       0.45,       23000.0,       42.0,                    1263.16,               17.1932,          668.999
        0.5,       23000.0,       42.0,                    1278.11,               5.68774,          663.398
       0.55,       23000.0,       42.0,                    1287.81,              -5.54333,          655.112
        0.6,       23000.0,       42.0,                    1289.05,              -16.6321,          643.031
        0.0,       23000.0,       44.0,                    1228.25,               146.559,          713.657
       0.05,       23000.0,       44.0,                    1244.93,               132.849,          719.635
        0.1,       23000.0,       44.0,                    1260.23,               118.884,          723.378
       0.15,       23000.0,       44.0,                    1274.55,               104.796,          725.164
        0.2,       23000.0,       44.0,                    1288.26,               90.7148,          725.272
       0.25,       23000.0,       44.0,                    1301.76,               76.7724,          723.979
        0.3,       23000.0,       44.0,                    1315.41,               63.0999,          721.563
       0.35,       23000.0,       44.0,                     1329.6,               49.8286,          718.303
        0.4,       23000.0,       44.0,                    1344.72,               37.0898,          714.476
       0.45,       23000.0,       44.0,                    1363.09,               25.1892,          711.155
        0.5,       23000.0,       44.0,                    1379.27,               13.7347,          706.235
       0.55,       23000.0,       44.0,                    1389.76,               2.50903,          698.408
        0.6,       23000.0,       44.0,                    1391.05,              -8.70543,          686.363
        0.0,       23000.0,       46.0,                    1318.23,               159.104,          753.665
       0.05,       23000.0,       46.0,                    1335.98,               144.018,          759.596
        0.1,       23000.0,       46.0,                    1352.29,                129.02,          763.363
       0.15,       23000.0,       46.0,                    1367.59,               114.195,           765.25
        0.2,       23000.0,       46.0,                    1382.27,               99.6247,          765.539
       0.25,       23000.0,       46.0,                    1396.74,               85.3915,          764.515
        0.3,       23000.0,       46.0,                    1411.39,                71.578,          762.463
       0.35,       23000.0,       46.0,                    1426.64,               58.2668,          759.665
        0.4,       23000.0,       46.0,                    1442.87,               45.5404,          756.406
       0.45,       23000.0,       46.0,                    1462.58,               33.6386,          753.881
        0.5,       23000.0,       46.0,                    1479.93,               22.1724,           749.64
       0.55,       23000.0,       46.0,                    1491.16,               10.9098,          742.142
        0.6,       23000.0,       46.0,                    1492.54,             -0.380992,          729.848
        0.0,       23000.0,       48.0,                    1408.79,                 169.4,          795.745
       0.05,       23000.0,       48.0,                    1427.58,               154.013,          800.919
        0.1,       23000.0,       48.0,                    1444.89,               138.735,            804.3
       0.15,       23000.0,       48.0,                    1461.15,               123.655,          806.112
        0.2,       23000.0,       48.0,                    1476.78,               108.862,          806.581
       0.25,       23000.0,       48.0,                    1492.21,               94.4444,          805.931
        0.3,       23000.0,       48.0,                    1507.86,               80.4908,          804.386
       0.35,       23000.0,       48.0,                    1524.15,                 67.09,          802.172
        0.4,       23000.0,       48.0,                    1541.51,               54.3305,          799.514
       0.45,       23000.0,       48.0,                    1562.55,               42.4986,          797.554
        0.5,       23000.0,       48.0,                    1581.09,               31.0908,          793.761
       0.55,       23000.0,       48.0,                    1593.11,               19.8013,          786.521
        0.6,       23000.0,       48.0,                    1594.63,               8.32423,          774.221
        0.0,       23000.0,       50.0,                     1498.4,                 179.3,            835.2
       0.05,       23000.0,       50.0,                    1518.44,               163.731,          840.769
        0.1,       23000.0,       50.0,                     1536.9,                 148.3,            844.6
       0.15,       23000.0,       50.0,                    1554.24,               133.094,          846.906
        0.2,       23000.0,       50.0,                     1570.9,                 118.2,            847.9
       0.25,       23000.0,       50.0,                    1587.34,               103.706,          847.794
        0.3,       23000.0,       50.0,                     1604.0,                  89.7,            846.8
       0.35,       23000.0,       50.0,                    1621.34,               76.2687,          845.131
        0.4,       23000.0,       50.0,                     1639.8,                  63.5,            843.0
       0.45,       23000.0,       50.0,                    1662.19,               51.6875,          841.569
        0.5,       23000.0,       50.0,                     1681.9,                  40.3,            838.2
       0.55,       23000.0,       50.0,                    1694.69,               29.0125,          831.206
        0.6,       23000.0,       50.0,                     1696.3,                  17.5,            818.9
        0.0,       25000.0,       20.0,                      151.6,                  42.1,            398.9
       0.05,       25000.0,       20.0,                    153.325,               31.9875,          398.087
        0.1,       25000.0,       20.0,                      155.0,                  22.0,            394.4
       0.15,       25000.0,       20.0,                     156.65,               12.1625,          388.112
        0.2,       25000.0,       20.0,                      158.3,                   2.5,            379.5
       0.25,       25000.0,       20.0,                    159.975,               -6.9625,          368.838
        0.3,       25000.0,       20.0,                      161.7,                 -16.2,            356.4
       0.35,       25000.0,       20.0,                      163.5,              -25.1875,          342.463
        0.4,       25000.0,       20.0,                      165.4,                 -33.9,            327.3
       0.45,       25000.0,       20.0,                    167.438,              -42.3125,          311.188
        0.5,       25000.0,       20.0,                      169.6,                 -50.4,            294.4
       0.55,       25000.0,       20.0,                    171.888,              -58.1375,          277.213
        0.6,       25000.0,       20.0,                      174.3,                 -65.5,            259.9
        0.0,       25000.0,       22.0,                    241.951,               50.9027,          385.858
       0.05,       25000.0,       22.0,                    245.144,               40.1948,           385.52
        0.1,       25000.0,       22.0,                    248.095,                 29.57,          382.883
       0.15,       25000.0,       22.0,                    250.877,               19.0607,          378.156
        0.2,       25000.0,       22.0,                    253.562,               8.69952,          371.549
       0.25,       25000.0,       22.0,                    256.222,              -1.48109,          363.271
        0.3,       25000.0,       22.0,                    258.929,              -11.4486,          353.535
       0.35,       25000.0,       22.0,                    261.755,              -21.1705,          342.548
        0.4,       25000.0,       22.0,                    264.771,              -30.6142,          330.521
       0.45,       25000.0,       22.0,                    268.122,              -39.7428,          317.654
        0.5,       25000.0,       22.0,                    271.663,              -48.5372,          304.186
       0.55,       25000.0,       22.0,                     275.32,              -56.9737,          290.347
        0.6,       25000.0,       22.0,                    279.022,              -65.0287,          276.365
        0.0,       25000.0,       24.0,                    332.736,               59.6054,          394.756
       0.05,       25000.0,       24.0,                    337.023,               48.3443,          394.921
        0.1,       25000.0,       24.0,                    341.012,               37.1369,          393.065
       0.15,       25000.0,       24.0,                    344.796,               26.0234,           389.37
        0.2,       25000.0,       24.0,                    348.467,               15.0436,          384.016
       0.25,       25000.0,       24.0,                    352.119,               4.23755,          377.186
        0.3,       25000.0,       24.0,                    355.845,              -6.35465,          369.058
       0.35,       25000.0,       24.0,                    359.736,              -16.6931,          359.816
        0.4,       25000.0,       24.0,                    363.885,              -26.7376,          349.639
       0.45,       25000.0,       24.0,                    368.477,              -36.4413,          338.705
        0.5,       25000.0,       24.0,                    373.331,              -45.7853,          327.205
       0.55,       25000.0,       24.0,                    378.359,              -54.7439,          315.323
        0.6,       25000.0,       24.0,                    383.471,              -63.2913,          303.245
        0.0,       25000.0,       26.0,                    423.545,               68.2268,          418.016
       0.05,       25000.0,       26.0,                    428.843,                56.467,          418.701
        0.1,       25000.0,       26.0,                    433.821,               44.7389,          417.456
       0.15,       25000.0,       26.0,                    438.585,                 33.09,          414.454
        0.2,       25000.0,       26.0,                    443.241,               21.5678,           409.87
       0.25,       25000.0,       26.0,                    447.896,               10.2199,          403.879
        0.3,       25000.0,       26.0,                    452.655,             -0.906429,          396.655
       0.35,       25000.0,       26.0,                    457.626,              -11.7635,          388.373
        0.4,       25000.0,       26.0,                    462.915,               -22.304,          379.206
       0.45,       25000.0,       26.0,                    468.723,              -32.4696,          369.344
        0.5,       25000.0,       26.0,                    474.869,              -42.2449,           358.92
       0.55,       25000.0,       26.0,                    481.266,              -51.6036,          348.084
        0.6,       25000.0,       26.0,                    487.829,              -60.5195,          336.984
        0.0,       25000.0,       28.0,                     513.62,               76.8431,          446.566
       0.05,       25000.0,       28.0,                    520.325,               64.6309,          447.743
        0.1,       25000.0,       28.0,                    526.559,               52.4371,          447.035
       0.15,       25000.0,       28.0,                    532.466,               40.3153,          444.609
        0.2,       25000.0,       28.0,                    538.189,               28.3191,          440.637
       0.25,       25000.0,       28.0,                     543.87,               16.5021,          435.288
        0.3,       25000.0,       28.0,                    549.652,               4.91795,          428.733
       0.35,       25000.0,       28.0,                    555.678,              -6.37985,           421.14
        0.4,       25000.0,       28.0,                     562.09,              -17.3377,          412.682
       0.45,       25000.0,       28.0,                    569.164,              -27.8828,          403.552
        0.5,       25000.0,       28.0,                    576.645,              -38.0191,          393.844
       0.55,       25000.0,       28.0,                    584.412,              -47.7314,          383.678
        0.6,       25000.0,       28.0,                    592.343,              -57.0045,          373.171
        0.0,       25000.0,       30.0,                      603.6,                  85.3,            477.3
       0.05,       25000.0,       30.0,                    611.831,               72.7562,           479.05
        0.1,       25000.0,       30.0,                      619.4,                  60.2,            478.9
       0.15,       25000.0,       30.0,                    626.494,               47.6937,          477.025
        0.2,       25000.0,       30.0,                      633.3,                  35.3,            473.6
       0.25,       25000.0,       30.0,                    640.006,               23.0812,            468.8
        0.3,       25000.0,       30.0,                      646.8,                  11.1,            462.8
       0.35,       25000.0,       30.0,                    653.869,              -0.58125,          455.775
        0.4,       25000.0,       30.0,                      661.4,                 -11.9,            447.9
       0.45,       25000.0,       30.0,                    669.763,              -22.7625,          439.387
        0.5,       25000.0,       30.0,                      678.6,                 -33.2,            430.3
       0.55,       25000.0,       30.0,                    687.738,              -43.2125,          420.737
        0.6,       25000.0,       30.0,                      697.0,                 -52.8,            410.8
        0.0,       25000.0,       32.0,                    695.182,               93.0283,          508.442
       0.05,       25000.0,       32.0,                    704.287,               80.5186,          511.256
        0.1,       25000.0,       32.0,                    712.738,               67.8675,          511.936
       0.15,       25000.0,       32.0,                    720.732,               55.1625,          510.708
        0.2,       25000.0,       32.0,                    728.466,               42.4914,          507.799
       0.25,       25000.0,       32.0,                    736.139,               29.9417,          503.435
        0.3,       25000.0,       32.0,                    743.948,                17.601,          497.842
       0.35,       25000.0,       32.0,                    752.091,               5.55696,          491.246
        0.4,       25000.0,       32.0,                    760.765,              -6.10287,          483.874
       0.45,       25000.0,       32.0,                    770.358,              -17.2464,          476.014
        0.5,       25000.0,       32.0,                      780.5,              -27.9194,          467.705
       0.55,       25000.0,       32.0,                    791.013,              -38.1234,          459.049
        0.6,       25000.0,       32.0,                    801.719,              -47.8598,          450.149
        0.0,       25000.0,       34.0,                    786.511,               101.662,          542.501
       0.05,       25000.0,       34.0,                    796.496,               88.8823,           545.54
        0.1,       25000.0,       34.0,                     805.84,               75.9329,          546.486
       0.15,       25000.0,       34.0,                    814.747,               62.9113,          545.569
        0.2,       25000.0,       34.0,                    823.425,               49.9153,          543.022
       0.25,       25000.0,       34.0,                    832.078,               37.0424,          539.077
        0.3,       25000.0,       34.0,                    840.912,               24.3903,          533.966
       0.35,       25000.0,       34.0,                    850.134,               12.0566,          527.922
        0.4,       25000.0,       34.0,                    859.949,              0.138797,          521.176
       0.45,       25000.0,       34.0,                    870.752,              -11.2147,          514.034
        0.5,       25000.0,       34.0,                     882.18,              -22.0584,          506.509
       0.55,       25000.0,       34.0,                    894.059,              -32.3964,          498.685
        0.6,       25000.0,       34.0,                    906.216,              -42.2324,          490.649
        0.0,       25000.0,       36.0,                    877.181,               111.546,          579.325
       0.05,       25000.0,       36.0,                    888.226,               98.0318,           581.63
        0.1,       25000.0,       36.0,                    898.593,               84.4787,          582.235
       0.15,       25000.0,       36.0,                    908.502,               70.9677,          581.314
        0.2,       25000.0,       36.0,                    918.177,               57.5804,           579.04
       0.25,       25000.0,       36.0,                    927.838,               44.3982,          575.585
        0.3,       25000.0,       36.0,                    937.707,               31.5025,          571.123
       0.35,       25000.0,       36.0,                    948.005,               18.9747,          565.827
        0.4,       25000.0,       36.0,                    958.955,                6.8963,           559.87
       0.45,       25000.0,       36.0,                    970.979,              -4.60768,           553.49
        0.5,       25000.0,       36.0,                    983.696,              -15.5867,          546.666
       0.55,       25000.0,       36.0,                    996.925,              -26.0465,          539.443
        0.6,       25000.0,       36.0,                    1010.49,               -35.993,          531.866
        0.0,       25000.0,       38.0,                     969.53,               120.194,          613.149
       0.05,       25000.0,       38.0,                    981.199,               106.388,           616.51
        0.1,       25000.0,       38.0,                    992.265,               92.6207,          618.067
       0.15,       25000.0,       38.0,                    1002.95,               78.9547,          618.003
        0.2,       25000.0,       38.0,                    1013.48,               65.4532,          616.501
       0.25,       25000.0,       38.0,                    1024.07,               52.1791,          613.743
        0.3,       25000.0,       38.0,                    1034.96,               39.1952,          609.913
       0.35,       25000.0,       38.0,                    1046.35,               26.5645,          605.193
        0.4,       25000.0,       38.0,                    1058.48,               14.3499,          599.767
       0.45,       25000.0,       38.0,                     1071.8,               2.63034,          593.885
        0.5,       25000.0,       38.0,                    1085.85,              -8.57937,          587.525
       0.55,       25000.0,       38.0,                    1100.42,              -19.2484,          580.733
        0.6,       25000.0,       38.0,                     1115.3,              -29.3459,          573.556
        0.0,       25000.0,       40.0,                     1059.5,                 129.5,            650.6
       0.05,       25000.0,       40.0,                    1072.58,               115.631,          654.194
        0.1,       25000.0,       40.0,                     1084.9,                 101.7,            656.0
       0.15,       25000.0,       40.0,                    1096.72,               87.7938,          656.206
        0.2,       25000.0,       40.0,                     1108.3,                  74.0,            655.0
       0.25,       25000.0,       40.0,                    1119.91,               60.4062,          652.569
        0.3,       25000.0,       40.0,                     1131.8,                  47.1,            649.1
       0.35,       25000.0,       40.0,                    1144.24,               34.1687,          644.781
        0.4,       25000.0,       40.0,                     1157.5,                  21.7,            639.8
       0.45,       25000.0,       40.0,                    1172.09,                   9.8,            634.4
