# created 04/22/25
# GASP-derived engine deck converted from turbofan_23k_1.eng
# t4max: 3342.0
# t4cruise: 3108.0
# t4climb: 3196.0
# sls_airflow: 994.36
# sfn_idle: 1.25

Mach Number, Altitude (ft),   Throttle, Thrust (lbf), Fuel Flow (lb/h),  T4 (degR)
       0.15,       30000.0,     0.4951,     1661.607,           768.81,    1654.77
       0.15,       30000.0,      0.557,     2976.094,          862.034,    1861.61
       0.15,       30000.0,     0.6189,     2931.884,           410.83,    2068.46
       0.15,       30000.0,     0.6808,     545.8852,          572.708,    2275.31
       0.15,       30000.0,     0.7427,      2359.71,          420.658,    2482.15
       0.15,       30000.0,     0.8046,     4032.818,          78.4913,     2689.0
       0.15,       30000.0,     0.8665,       9792.3,          4164.31,    2895.84
       0.15,       30000.0,     0.9284,     17824.35,          3841.95,    3102.69
       0.15,       30000.0,     0.9903,     32416.96,          8003.05,    3309.54
       0.15,       33000.0,        0.0,     185.6555,          185.655,        0.0
       0.15,       33000.0,     0.3617,      32364.6,          3512.65,    1208.93
       0.15,       33000.0,      0.422,     25411.05,          2732.78,    1410.42
       0.15,       33000.0,     0.4823,     18457.44,           1952.9,    1611.91
       0.15,       33000.0,     0.5426,     11503.81,          1173.08,     1813.4
       0.15,       33000.0,     0.6029,     4550.144,          393.159,    2014.89
       0.15,       33000.0,     0.6632,    -232.5511,          122.149,    2216.38
       0.15,       33000.0,     0.7235,     6810.179,          2613.89,    2417.87
       0.15,       33000.0,     0.7838,     6838.791,          2410.76,    2619.36
       0.15,       33000.0,     0.8441,     651.0773,         -712.216,    2820.85
       0.15,       33000.0,     0.9043,     4571.671,          1813.77,    3022.34
       0.15,       33000.0,     0.9646,    -22795.11,         -15770.3,    3223.83
       0.15,       36000.0,        0.0,     163.3301,           163.33,        0.0
       0.15,       36000.0,     0.3521,     30245.17,          2522.28,     1176.8
       0.15,       36000.0,     0.4108,     24067.41,          2122.29,    1372.93
       0.15,       36000.0,     0.4695,     17889.49,          1722.31,    1569.06
       0.15,       36000.0,     0.5282,      11711.7,          1322.34,     1765.2
       0.15,       36000.0,     0.5869,     5533.849,          922.294,    1961.33
       0.15,       36000.0,     0.6456,     1317.799,          496.143,    2157.46
       0.15,       36000.0,     0.7042,     1419.468,          424.367,     2353.6
       0.15,       36000.0,     0.7629,    -8648.141,         -838.933,    2549.73
       0.15,       36000.0,     0.8216,     24245.38,          5747.28,    2745.86
       0.15,       36000.0,     0.8803,     10584.68,          3815.32,    2941.99
       0.15,       36000.0,      0.939,     -8883.05,         -9931.01,    3138.13
       0.15,       39000.0,        0.0,     141.5696,           141.57,        0.0
       0.15,       39000.0,     0.3516,    -131.4163,         -127.506,    1175.17
       0.15,       39000.0,     0.4102,    -331.6345,         -108.046,    1371.04
       0.15,       39000.0,     0.4689,    -531.9828,         -88.5811,     1566.9
       0.15,       39000.0,     0.5275,    -732.2386,         -69.0785,    1762.76
       0.15,       39000.0,     0.5861,    -932.5758,         -49.5968,    1958.62
       0.15,       39000.0,     0.6447,    -1573.412,         -151.909,    2154.49
       0.15,       39000.0,     0.7033,     702.4008,          300.673,    2350.35
       0.15,       39000.0,     0.7619,    -1039.935,         -443.342,    2546.21
       0.15,       39000.0,     0.8205,      5129.54,         -1394.93,    2742.07
       0.15,       39000.0,     0.8791,     7861.529,          2897.86,    2937.94
       0.15,       39000.0,     0.9377,     57627.94,          32544.4,     3133.8
       0.15,       42000.0,        0.0,     122.6285,          122.629,        0.0
       0.15,       42000.0,     0.3516,    -244342.1,         -93916.6,    1175.17
       0.15,       42000.0,     0.4102,    -191697.7,         -73517.2,    1371.04
       0.15,       42000.0,     0.4689,    -139053.3,         -53117.8,     1566.9
       0.15,       42000.0,     0.5275,    -86409.02,         -32718.3,    1762.76
       0.15,       42000.0,     0.5861,    -33764.64,         -12319.0,    1958.62
       0.15,       42000.0,     0.6447,    -8600.264,         -2854.88,    2154.49
       0.15,       42000.0,     0.7033,     5271.145,          754.249,    2350.35
       0.15,       42000.0,     0.7619,    -4946.085,          224.801,    2546.21
       0.15,       42000.0,     0.8205,     14003.03,           7520.6,    2742.07
       0.15,       42000.0,     0.8791,     -3691.53,         -1665.99,    2937.94
       0.15,       42000.0,     0.9377,     13262.19,          9169.17,     3133.8
        0.2,           0.0,        0.0,     636.5069,          636.507,        0.0
        0.2,           0.0,     0.4693,    -1542.081,         -64.2361,    1568.46
        0.2,           0.0,     0.5475,     640.9626,          593.117,    1829.87
        0.2,           0.0,     0.6258,     2824.006,          1250.47,    2091.28
        0.2,           0.0,      0.704,     5274.056,          1959.81,    2352.69
        0.2,           0.0,     0.7822,     8355.228,          2938.65,     2614.1
        0.2,           0.0,     0.8604,     12458.01,          4302.44,    2875.51
        0.2,           0.0,     0.9386,     17981.37,          6187.37,    3136.92
        0.2,        3000.0,        0.0,      576.449,          576.449,        0.0
        0.2,        3000.0,     0.4596,    -1929.121,         -149.344,    1536.11
        0.2,        3000.0,     0.5362,     191.1132,          456.802,    1792.13
        0.2,        3000.0,     0.6129,     2311.348,          1062.95,    2048.15
        0.2,        3000.0,     0.6895,     4495.357,          1695.16,    2304.17
        0.2,        3000.0,     0.7661,     7260.212,          2547.18,    2560.19
        0.2,        3000.0,     0.8427,     10867.08,          3720.48,    2816.21
        0.2,        3000.0,     0.9193,     15824.35,          5357.96,    3072.22
        0.2,        3000.0,     0.9959,     21722.54,           7363.9,    3328.24
        0.2,        6000.0,        0.0,     520.9731,          520.973,        0.0
        0.2,        6000.0,       0.45,    -2131.915,         -225.729,    1503.77
        0.2,        6000.0,      0.525,    -154.4856,          333.127,     1754.4
        0.2,        6000.0,     0.5999,     1822.944,          891.983,    2005.03
        0.2,        6000.0,     0.6749,     3805.092,          1453.37,    2255.66
        0.2,        6000.0,     0.7499,     6213.947,          2191.16,    2506.29
        0.2,        6000.0,     0.8249,     9396.924,          3213.36,    2756.92
        0.2,        6000.0,     0.8999,     13711.43,          4618.51,    3007.54
        0.2,        6000.0,     0.9749,     19006.34,          6419.64,    3258.17
        0.2,        9000.0,        0.0,     469.8165,          469.817,        0.0
        0.2,        9000.0,     0.4403,    -2245.992,         -296.713,    1471.44
        0.2,        9000.0,     0.5137,     -424.355,          217.808,    1716.69
        0.2,        9000.0,     0.5871,     1397.281,          732.329,    1961.93
        0.2,        9000.0,     0.6604,     3218.918,          1246.85,    2207.17
        0.2,        9000.0,     0.7338,     5313.586,          1879.84,    2452.41
        0.2,        9000.0,     0.8072,     8076.606,          2752.61,    2697.65
        0.2,        9000.0,     0.8806,     11792.01,          3960.09,    2942.89
        0.2,        9000.0,      0.954,     16407.08,          5508.87,    3188.13
        0.2,       12000.0,        0.0,      422.722,          422.722,        0.0
        0.2,       12000.0,     0.4306,    -1917.463,         -278.893,    1439.12
        0.2,       12000.0,     0.5024,    -366.8472,          169.381,    1678.98
        0.2,       12000.0,     0.5742,     1183.768,          617.656,    1918.83
        0.2,       12000.0,     0.6459,     2734.384,          1065.93,    2158.69
        0.2,       12000.0,     0.7177,     4538.605,          1596.34,    2398.54
        0.2,       12000.0,     0.7895,     6956.834,           2349.0,    2638.39
        0.2,       12000.0,     0.8612,     10168.98,          3370.58,    2878.25
        0.2,       12000.0,      0.933,     14116.28,          4685.48,     3118.1
        0.2,       15000.0,        0.0,     379.4491,          379.449,        0.0
        0.2,       15000.0,     0.4209,    -2268.589,         -370.224,    1406.81
        0.2,       15000.0,     0.4911,    -770.5034,          49.9402,    1641.28
        0.2,       15000.0,     0.5613,     727.5877,          470.106,    1875.75
        0.2,       15000.0,     0.6314,     2225.677,          890.271,    2110.22
        0.2,       15000.0,     0.7016,     3812.971,          1327.05,    2344.69
        0.2,       15000.0,     0.7717,      6078.45,          1998.15,    2579.16
        0.2,       15000.0,     0.8419,     8357.957,          2820.04,    2813.63
        0.2,       15000.0,     0.9121,     12805.63,          4119.65,     3048.1
        0.2,       15000.0,     0.9822,     14580.07,          5206.18,    3282.57
        0.2,       18000.0,        0.0,     339.7641,          339.764,        0.0
        0.2,       18000.0,     0.4113,    -4772.187,         -846.551,    1374.51
        0.2,       18000.0,     0.4798,    -2684.109,          -339.51,     1603.6
        0.2,       18000.0,     0.5484,    -596.0216,          167.522,    1832.68
        0.2,       18000.0,     0.6169,     1492.066,          674.557,    2061.77
        0.2,       18000.0,     0.6855,     2959.017,          1111.79,    2290.85
        0.2,       18000.0,      0.754,     4634.591,          1605.27,    2519.94
        0.2,       18000.0,     0.8226,     7162.972,          2289.42,    2749.02
        0.2,       18000.0,     0.8911,     8986.639,          3109.01,    2978.11
        0.2,       18000.0,     0.9597,     15775.61,          4738.68,    3207.19
        0.2,       21000.0,        0.0,     303.4407,          303.441,        0.0
        0.2,       21000.0,     0.4016,     -1286.15,           250.12,    1342.22
        0.2,       21000.0,     0.4686,    -244.0783,          413.181,    1565.93
        0.2,       21000.0,     0.5355,     798.0037,          576.244,    1789.63
        0.2,       21000.0,     0.6024,     1840.079,          739.299,    2013.33
        0.2,       21000.0,     0.6694,     2856.067,          960.346,    2237.04
        0.2,       21000.0,     0.7363,     3317.715,          1293.72,    2460.74
        0.2,       21000.0,     0.8032,     5785.787,          1909.66,    2684.44
        0.2,       21000.0,     0.8702,     8897.441,          3056.74,    2908.15
        0.2,       21000.0,     0.9371,     11155.84,          4062.54,    3131.85
        0.2,       24000.0,        0.0,     270.2649,          270.265,        0.0
        0.2,       24000.0,      0.392,    -3086.634,         -1467.26,    1309.94
        0.2,       24000.0,     0.4573,    -1835.977,         -904.948,    1528.26
        0.2,       24000.0,     0.5226,    -585.3079,         -342.635,    1746.58
        0.2,       24000.0,     0.5879,     665.3423,          219.677,    1964.91
        0.2,       24000.0,     0.6533,     2335.008,          844.975,    2183.23
        0.2,       24000.0,     0.7186,     4330.394,          1474.08,    2401.55
        0.2,       24000.0,     0.7839,     5792.046,          1909.76,    2619.87
        0.2,       24000.0,     0.8493,     7905.603,          2352.51,     2838.2
        0.2,       24000.0,     0.9146,     9028.809,          3009.18,    3056.52
        0.2,       24000.0,     0.9799,     11165.56,          4091.14,    3274.84
        0.2,       27000.0,        0.0,     240.0294,          240.029,        0.0
        0.2,       27000.0,     0.3823,     5851.268,          3574.69,    1277.67
        0.2,       27000.0,      0.446,     4417.294,           2799.7,    1490.61
        0.2,       27000.0,     0.5097,     2983.288,          2024.69,    1703.55
        0.2,       27000.0,     0.5735,     1549.289,          1249.67,     1916.5
        0.2,       27000.0,     0.6372,      207.162,          425.319,    2129.44
        0.2,       27000.0,     0.7009,     2949.642,          790.221,    2342.39
        0.2,       27000.0,     0.7646,     3967.373,          1148.04,    2555.33
        0.2,       27000.0,     0.8283,     4283.771,          2084.62,    2768.28
        0.2,       27000.0,      0.892,     8825.652,          2731.88,    2981.22
        0.2,       27000.0,     0.9558,      6503.51,          3450.01,    3194.16
        0.2,       30000.0,        0.0,     212.5388,          212.539,        0.0
        0.2,       30000.0,     0.3727,    -1299.124,          256.114,     1245.4
        0.2,       30000.0,     0.4348,      -116.08,          404.181,    1452.97
        0.2,       30000.0,     0.4969,     1066.745,          552.316,    1660.53
        0.2,       30000.0,      0.559,     2249.681,          700.411,     1868.1
        0.2,       30000.0,     0.6211,     2481.531,          467.407,    2075.67
        0.2,       30000.0,     0.6832,     978.6678,          646.392,    2283.23
        0.2,       30000.0,     0.7453,     2672.655,          663.988,     2490.8
        0.2,       30000.0,     0.8074,     4300.753,          575.433,    2698.37
        0.2,       30000.0,     0.8695,     8847.359,          3656.91,    2905.93
        0.2,       30000.0,     0.9316,     15157.13,          3717.34,     3113.5
        0.2,       30000.0,     0.9937,     26100.61,          7008.76,    3321.07
        0.2,       33000.0,        0.0,     187.6029,          187.603,        0.0
        0.2,       33000.0,      0.363,     23055.02,          2408.87,    1213.15
        0.2,       33000.0,     0.4235,     18179.43,           1907.7,    1415.34
        0.2,       33000.0,      0.484,     13303.81,          1406.52,    1617.53
        0.2,       33000.0,     0.5445,     8428.168,           905.38,    1819.72
        0.2,       33000.0,      0.605,     3552.505,          404.167,    2021.91
        0.2,       33000.0,     0.6655,     312.6091,           290.78,     2224.1
        0.2,       33000.0,      0.726,     5726.573,          2192.92,    2426.29
        0.2,       33000.0,     0.7865,     6102.495,          2156.79,    2628.48
        0.2,       33000.0,      0.847,      2044.14,          59.3157,    2830.68
        0.2,       33000.0,     0.9075,     4972.293,          1903.22,    3032.87
        0.2,       33000.0,      0.968,    -15369.77,         -11175.2,    3235.06
        0.2,       36000.0,        0.0,     165.0433,          165.043,        0.0
        0.2,       36000.0,     0.3534,     21355.84,          1673.06,     1180.9
        0.2,       36000.0,     0.4122,     17053.52,          1443.19,    1377.71
        0.2,       36000.0,     0.4711,     12751.07,          1213.31,    1574.53
        0.2,       36000.0,       0.53,      8448.72,          983.441,    1771.35
        0.2,       36000.0,     0.5889,     4146.326,          753.523,    1968.16
        0.2,       36000.0,     0.6478,     1281.712,          503.394,    2164.98
        0.2,       36000.0,     0.7067,     1554.098,          516.242,     2361.8
        0.2,       36000.0,     0.7656,    -5548.755,         -310.545,    2558.61
        0.2,       36000.0,     0.8245,     18994.09,          4628.81,    2755.43
        0.2,       36000.0,     0.8834,     9293.207,          3422.01,    2952.25
        0.2,       36000.0,     0.9423,    -5216.611,         -6751.36,    3149.06
        0.2,       39000.0,        0.0,     143.0546,          143.055,        0.0
        0.2,       39000.0,     0.3529,    -369.1119,         -191.736,    1179.27
        0.2,       39000.0,     0.4117,    -423.5128,          -135.85,    1375.81
        0.2,       39000.0,     0.4705,     -478.008,         -79.9599,    1572.36
        0.2,       39000.0,     0.5293,    -532.4351,         -24.0419,     1768.9
        0.2,       39000.0,     0.5881,    -586.9227,          31.8606,    1965.45
        0.2,       39000.0,     0.6469,     -962.282,         -11.2916,    2161.99
        0.2,       39000.0,     0.7057,     919.3272,          385.331,    2358.54
        0.2,       39000.0,     0.7645,    -128.4183,         -70.9444,    2555.08
        0.2,       39000.0,     0.8233,      4724.47,         -694.009,    2751.63
        0.2,       39000.0,     0.8822,      6948.55,          2589.48,    2948.17
        0.2,       39000.0,      0.941,     43362.67,          24330.3,    3144.72
        0.2,       42000.0,        0.0,     123.9148,          123.915,        0.0
        0.2,       42000.0,     0.3529,    -191029.9,         -73367.2,    1179.27
        0.2,       42000.0,     0.4117,    -149857.6,         -57423.6,    1375.81
        0.2,       42000.0,     0.4705,    -108685.3,         -41479.9,    1572.36
        0.2,       42000.0,     0.5293,    -67513.03,         -25536.1,     1768.9
        0.2,       42000.0,     0.5881,    -26340.74,          -9592.5,    1965.45
        0.2,       42000.0,     0.6469,    -6468.489,          -2115.2,    2161.99
        0.2,       42000.0,     0.7057,     4304.068,          711.844,    2358.54
        0.2,       42000.0,     0.7645,    -3325.895,          345.954,    2555.08
        0.2,       42000.0,     0.8233,     11367.89,          6011.92,    2751.63
        0.2,       42000.0,     0.8822,    -1836.935,         -861.512,    2948.17
        0.2,       42000.0,      0.941,     11769.37,          7794.41,    3144.72
       0.25,           0.0,        0.0,     645.0697,           645.07,        0.0
       0.25,           0.0,     0.4714,    -1742.039,         -58.8918,    1575.46
       0.25,           0.0,       0.55,     445.6624,          611.552,    1838.04
       0.25,           0.0,     0.6285,     2633.364,           1282.0,    2100.61
       0.25,           0.0,     0.7071,     5070.966,           2010.4,    2363.19
       0.25,           0.0,     0.7857,     8055.823,          3018.43,    2625.77
       0.25,           0.0,     0.8643,     12000.67,          4407.95,    2888.34
       0.25,           0.0,     0.9428,     17434.64,          6346.67,    3150.92
       0.25,        3000.0,        0.0,     584.2039,          584.204,        0.0
       0.25,        3000.0,     0.4617,     -1964.95,         -139.765,    1542.97
       0.25,        3000.0,     0.5386,     108.1192,           476.86,    1800.13
       0.25,        3000.0,     0.6156,     2181.188,          1093.48,    2057.29
       0.25,        3000.0,     0.6925,     4326.535,           1741.6,    2314.45
       0.25,        3000.0,     0.7695,     6980.938,          2613.34,    2571.62
       0.25,        3000.0,     0.8464,     10488.83,           3818.9,    2828.78
       0.25,        3000.0,     0.9234,     15330.19,          5492.86,    3085.94
       0.25,        6000.0,        0.0,     527.9816,          527.982,        0.0
       0.25,        6000.0,      0.452,    -2162.852,         -217.173,    1510.49
       0.25,        6000.0,     0.5273,    -225.7294,          351.157,    1762.23
       0.25,        6000.0,     0.6026,     1711.393,          919.487,    2013.98
       0.25,        6000.0,      0.678,     3662.199,           1495.2,    2265.73
       0.25,        6000.0,     0.7533,     6012.335,          2253.91,    2517.48
       0.25,        6000.0,     0.8286,     9041.071,          3293.78,    2769.22
       0.25,        6000.0,     0.9039,     13317.45,          4744.83,    3020.97
       0.25,        6000.0,     0.9793,     18435.92,          6573.85,    3272.72
       0.25,        9000.0,        0.0,     476.1368,          476.137,        0.0
       0.25,        9000.0,     0.4423,     -2278.72,         -298.748,    1478.01
       0.25,        9000.0,      0.516,    -489.7066,          227.393,    1724.35
       0.25,        9000.0,     0.5897,     1299.307,          753.533,    1970.68
       0.25,        9000.0,     0.6634,      3088.32,          1279.67,    2217.02
       0.25,        9000.0,     0.7371,     5151.956,          1933.79,    2463.36
       0.25,        9000.0,     0.8108,     7776.433,          2825.98,    2709.69
       0.25,        9000.0,     0.8845,     11451.42,          4068.23,    2956.03
       0.25,        9000.0,     0.9582,     15926.96,          5648.19,    3202.36
       0.25,       12000.0,        0.0,     428.4088,          428.409,        0.0
       0.25,       12000.0,     0.4325,    -2003.622,         -285.629,    1445.55
       0.25,       12000.0,     0.5046,    -463.2166,          174.166,    1686.47
       0.25,       12000.0,     0.5767,     1077.189,           633.96,     1927.4
       0.25,       12000.0,     0.6488,     2617.594,          1093.75,    2168.32
       0.25,       12000.0,     0.7209,     4380.616,          1641.56,    2409.25
       0.25,       12000.0,      0.793,     6725.131,          2413.67,    2650.17
       0.25,       12000.0,     0.8651,     9842.337,          3458.44,     2891.1
       0.25,       12000.0,     0.9372,     13708.57,          4810.02,    3132.02
       0.25,       15000.0,        0.0,     384.5537,          384.554,        0.0
       0.25,       15000.0,     0.4228,    -2123.832,         -322.312,    1413.09
       0.25,       15000.0,     0.4933,    -692.9334,          93.8514,    1648.61
       0.25,       15000.0,     0.5638,     737.9665,          510.015,    1884.13
       0.25,       15000.0,     0.6342,     2168.866,          926.178,    2119.64
       0.25,       15000.0,     0.7047,      3727.23,           1389.9,    2355.16
       0.25,       15000.0,     0.7752,     5788.952,          2045.87,    2590.67
       0.25,       15000.0,     0.8457,     8300.066,          2924.99,    2826.19
       0.25,       15000.0,     0.9161,     11956.34,          4122.89,    3061.71
       0.25,       15000.0,     0.9866,      15138.8,           5445.6,    3297.22
       0.25,       18000.0,        0.0,     344.3348,          344.335,        0.0
       0.25,       18000.0,     0.4131,    -3373.668,         -583.207,    1380.65
       0.25,       18000.0,      0.482,    -1714.353,         -141.567,    1610.76
       0.25,       18000.0,     0.5508,     -55.0337,          300.068,    1840.86
       0.25,       18000.0,     0.6197,     1604.285,          741.705,    2070.97
       0.25,       18000.0,     0.6885,       3016.9,          1167.13,    2301.08
       0.25,       18000.0,     0.7574,     4712.998,          1701.36,    2531.19
       0.25,       18000.0,     0.8262,     7055.389,          2422.81,     2761.3
       0.25,       18000.0,     0.8951,      9375.74,          3329.35,     2991.4
       0.25,       18000.0,     0.9639,      14232.8,          4755.72,    3221.51
       0.25,       21000.0,        0.0,     307.5228,          307.523,        0.0
       0.25,       21000.0,     0.4034,    -1822.321,         -68.3616,    1348.21
       0.25,       21000.0,     0.4707,    -689.5713,          188.355,    1572.92
       0.25,       21000.0,     0.5379,     443.1847,          445.072,    1797.62
       0.25,       21000.0,     0.6051,     1575.938,          701.785,    2022.32
       0.25,       21000.0,     0.6724,     2692.254,          988.647,    2247.02
       0.25,       21000.0,     0.7396,     3652.677,          1396.45,    2471.72
       0.25,       21000.0,     0.8068,      5831.83,           2025.9,    2696.43
       0.25,       21000.0,     0.8741,     8640.356,          3037.35,    2921.13
       0.25,       21000.0,     0.9413,     10913.27,          4021.12,    3145.83
       0.25,       24000.0,        0.0,     273.9007,          273.901,        0.0
       0.25,       24000.0,     0.3937,     -2952.86,         -1086.88,    1315.79
       0.25,       24000.0,     0.4593,    -1723.222,         -611.031,    1535.08
       0.25,       24000.0,     0.5249,    -493.5767,         -135.186,    1754.38
       0.25,       24000.0,     0.5906,     736.0577,          340.658,    1973.68
       0.25,       24000.0,     0.6562,     2177.826,          842.966,    2192.98
       0.25,       24000.0,     0.7218,     3940.251,          1396.32,    2412.27
       0.25,       24000.0,     0.7874,     5493.754,          1884.35,    2631.57
       0.25,       24000.0,      0.853,      7527.95,          2429.73,    2850.87
       0.25,       24000.0,     0.9187,     9093.744,          3174.12,    3070.17
       0.25,       24000.0,     0.9843,     11241.58,           4223.0,    3289.46
       0.25,       27000.0,        0.0,     243.2585,          243.258,        0.0
       0.25,       27000.0,      0.384,     2648.045,          2042.58,    1283.37
       0.25,       27000.0,      0.448,     2150.753,          1673.07,    1497.26
       0.25,       27000.0,      0.512,      1653.44,          1303.54,    1711.16
       0.25,       27000.0,      0.576,     1156.132,           934.01,    1925.05
       0.25,       27000.0,       0.64,     736.4785,          541.892,    2138.95
       0.25,       27000.0,      0.704,     2861.175,          892.964,    2352.84
       0.25,       27000.0,      0.768,       4078.6,          1309.17,    2566.74
       0.25,       27000.0,      0.832,     4904.717,          2123.07,    2780.63
       0.25,       27000.0,      0.896,     8505.262,          2802.81,    2994.53
       0.25,       27000.0,       0.96,     7543.394,          3525.01,    3208.42
       0.25,       30000.0,        0.0,      215.398,          215.398,        0.0
       0.25,       30000.0,     0.3743,    -1570.517,           0.6667,    1250.96
       0.25,       30000.0,     0.4367,    -490.5171,           192.97,    1459.45
       0.25,       30000.0,     0.4991,     589.3328,           385.32,    1667.95
       0.25,       30000.0,     0.5615,     1669.259,          577.643,    1876.44
       0.25,       30000.0,     0.6239,     2115.128,          515.901,    2084.93
       0.25,       30000.0,     0.6862,     1327.426,          715.555,    2293.43
       0.25,       30000.0,     0.7486,     2918.628,          868.597,    2501.92
       0.25,       30000.0,      0.811,     4513.853,          983.733,    2710.41
       0.25,       30000.0,     0.8734,     8104.491,          3277.96,    2918.91
       0.25,       30000.0,     0.9358,     13003.69,          3622.43,     3127.4
       0.25,       30000.0,     0.9982,     21020.04,          6201.66,    3335.89
       0.25,       33000.0,        0.0,     190.1266,          190.127,        0.0
       0.25,       33000.0,     0.3646,     15564.81,          1521.98,    1218.56
       0.25,       33000.0,     0.4254,      12361.8,          1246.27,    1421.66
       0.25,       33000.0,     0.4862,     9158.757,          970.551,    1624.75
       0.25,       33000.0,     0.5469,     5955.706,           694.86,    1827.84
       0.25,       33000.0,     0.6077,     2752.637,          419.118,    2030.94
       0.25,       33000.0,     0.6685,     745.7705,          430.668,    2234.03
       0.25,       33000.0,     0.7292,     4855.081,          1863.85,    2437.13
       0.25,       33000.0,       0.79,     5511.795,          1967.65,    2640.22
       0.25,       33000.0,     0.8508,     3148.746,          689.546,    2843.31
       0.25,       33000.0,     0.9116,     5335.203,          2024.79,    3046.41
       0.25,       33000.0,     0.9723,    -9227.631,         -7345.75,     3249.5
       0.25,       36000.0,        0.0,     167.2636,          167.264,        0.0
       0.25,       36000.0,     0.3549,     14231.17,          991.107,    1186.17
       0.25,       36000.0,     0.4141,     11432.87,          899.222,    1383.87
       0.25,       36000.0,     0.4732,     8634.491,          807.336,    1581.56
       0.25,       36000.0,     0.5324,     5836.179,           715.46,    1779.26
       0.25,       36000.0,     0.5915,     3037.836,          623.546,    1976.95
       0.25,       36000.0,     0.6507,     1255.524,          516.293,    2174.65
       0.25,       36000.0,     0.7099,     1674.211,          601.287,    2372.34
       0.25,       36000.0,      0.769,    -3033.529,          129.301,    2570.04
       0.25,       36000.0,     0.8282,     14759.71,           3746.9,    2767.73
       0.25,       36000.0,     0.8873,      8234.66,          3108.42,    2965.43
       0.25,       36000.0,     0.9465,    -2234.661,         -4165.66,    3163.12
       0.25,       39000.0,        0.0,     144.9791,          144.979,        0.0
       0.25,       39000.0,     0.3544,    -613.9023,         -250.394,    1184.53
       0.25,       39000.0,     0.4135,    -538.8967,         -162.851,    1381.96
       0.25,       39000.0,     0.4726,    -463.9568,         -75.3043,    1579.38
       0.25,       39000.0,     0.5317,    -388.9685,          12.2619,     1776.8
       0.25,       39000.0,     0.5907,    -314.0237,           99.817,    1974.22
       0.25,       39000.0,     0.6498,    -462.3192,          109.299,    2171.65
       0.25,       39000.0,     0.7089,     1101.604,          462.751,    2369.07
       0.25,       39000.0,      0.768,     621.6528,          240.091,    2566.49
       0.25,       39000.0,      0.827,     4402.226,         -109.979,    2763.91
       0.25,       39000.0,     0.8861,     6220.224,          2357.82,    2961.33
       0.25,       39000.0,     0.9452,     31915.86,          17743.9,    3158.76
       0.25,       42000.0,        0.0,     125.5818,          125.582,        0.0
       0.25,       42000.0,     0.3544,    -146187.7,         -56088.6,    1184.53
       0.25,       42000.0,     0.4135,    -114664.9,         -43890.2,    1381.96
       0.25,       42000.0,     0.4726,    -83142.16,         -31691.7,    1579.38
       0.25,       42000.0,     0.5317,    -51619.43,         -19493.2,     1776.8
       0.25,       42000.0,     0.5907,    -20096.65,          -7294.8,    1974.22
       0.25,       42000.0,     0.6498,    -4695.919,          -1496.5,    2171.65
       0.25,       42000.0,     0.7089,     3503.832,          679.622,    2369.07
       0.25,       42000.0,      0.768,    -1973.982,          456.593,    2566.49
       0.25,       42000.0,      0.827,     9186.537,          4769.56,    2763.91
       0.25,       42000.0,     0.8861,    -312.3219,         -191.212,    2961.33
       0.25,       42000.0,     0.9452,     10432.99,          6610.23,    3158.76
        0.3,           0.0,        0.0,     655.6391,          655.639,        0.0
        0.3,           0.0,      0.474,    -1722.055,         -36.4513,    1584.02
        0.3,           0.0,      0.553,     377.0143,          641.955,    1848.02
        0.3,           0.0,      0.632,     2476.083,          1320.36,    2112.02
        0.3,           0.0,      0.711,     4891.319,          2070.04,    2376.03
        0.3,           0.0,       0.79,     7905.778,          3118.11,    2640.03
        0.3,           0.0,      0.869,     11771.34,          4553.49,    2904.03
        0.3,           0.0,     0.9479,     17009.04,          6539.68,    3168.04
        0.3,        3000.0,        0.0,      593.776,          593.776,        0.0
        0.3,        3000.0,     0.4642,    -1974.313,         -123.055,    1551.35
        0.3,        3000.0,     0.5416,     44.41066,          503.503,    1809.91
        0.3,        3000.0,     0.6189,     2063.134,          1130.06,    2068.47
        0.3,        3000.0,     0.6963,     4178.625,          1795.73,    2327.03
        0.3,        3000.0,     0.7737,     6845.891,          2698.66,    2585.59
        0.3,        3000.0,      0.851,     10288.91,          3946.67,    2844.14
        0.3,        3000.0,     0.9284,     14955.42,          5662.28,     3102.7
        0.3,        6000.0,        0.0,     536.6326,          536.633,        0.0
        0.3,        6000.0,     0.4544,    -2198.439,         -203.615,    1518.69
        0.3,        6000.0,     0.5302,    -298.3211,          374.192,    1771.81
        0.3,        6000.0,     0.6059,     1601.797,          951.999,    2024.92
        0.3,        6000.0,     0.6816,     3532.944,          1543.83,    2278.04
        0.3,        6000.0,     0.7574,     5889.292,          2330.75,    2531.15
        0.3,        6000.0,     0.8331,     8909.537,           3405.5,    2784.27
        0.3,        6000.0,     0.9089,     13001.74,          4896.62,    3037.38
        0.3,        6000.0,     0.9846,     18010.13,          6764.83,     3290.5
        0.3,        9000.0,        0.0,     483.9383,          483.938,        0.0
        0.3,        9000.0,     0.4447,    -2330.148,         -290.164,    1486.04
        0.3,        9000.0,     0.5188,    -563.7825,          245.972,    1733.72
        0.3,        9000.0,     0.5929,     1202.583,          782.109,    1981.39
        0.3,        9000.0,      0.667,     2968.949,          1318.25,    2229.06
        0.3,        9000.0,     0.7411,      5040.57,          1997.88,    2476.74
        0.3,        9000.0,     0.8152,     7692.805,          2929.59,    2724.41
